sequence,v115@9gA8IeA8DeA8DeA8CeB8BeA8AeA8DeD8KeFAJvhFXh?BmiB5oBqpBTnB0qB,v115@9gA8IeA8DeA8DeA8CeB8BeA8AeA8DeD8KeCAJvhFXh?BmiB5oB8pBTnB1vB,v115@9gA8IeA8DeA8DeA8CeB8BeA8AeA8DeD8KeXBJvhFKn?BziB5oBupB0qBFqB,v115@9gA8IeA8DeA8DeA8CeB8BeA8AeA8DeD8KeuEJvhFFh?BKnBziB5oBXqB0qB,v115@9gA8IeA8DeA8DeA8CeB8BeA8AeA8DeD8KeXBJvhFOn?B8nB5oBzkB1vBCqB
OIJZLST,X,X,O,X,X
OIJZSTL,X,X,X,X,X
OIJZSLT,X,X,X,X,X
OISTLJZ,X,X,X,X,X
OISTLZJ,X,X,X,X,X
OISTJLZ,O,X,X,X,X
OISTJZL,X,O,X,X,X
OISTZLJ,X,O,X,X,X
OISTZJL,X,O,X,X,X
OISLTJZ,O,X,X,O,X
OISLTZJ,X,X,X,X,X
OISLJTZ,O,X,X,O,X
OISLJZT,X,X,X,O,X
OISLZTJ,X,X,X,X,X
OISLZJT,X,X,X,X,X
OISJTLZ,O,X,X,X,X
OISJTZL,X,O,X,X,X
OISJLTZ,O,X,X,O,X
OISJLZT,X,X,X,O,X
OISJZTL,X,X,X,X,X
OISJZLT,X,X,X,X,X
OISZTLJ,X,X,X,X,X
OISZTJL,X,X,X,X,X
OISZLTJ,X,X,X,X,X
OISZLJT,X,X,X,X,X
OISZJTL,X,X,X,X,X
OISZJLT,X,X,X,X,X
OIZTLJS,X,X,X,X,X
OIZTLSJ,X,X,X,X,X
OIZTJLS,X,X,X,X,X
OIZTJSL,X,X,X,X,X
OIZTSLJ,X,X,X,X,X
OIZTSJL,X,X,X,X,X
OIZLTJS,X,X,X,X,X
OIZLTSJ,X,X,X,X,X
OIZLJTS,X,X,X,X,X
OIZLJST,X,X,O,X,X
OIZLSTJ,X,X,X,X,X
OIZLSJT,X,X,O,X,X
OIZJTLS,X,X,X,X,X
OIZJTSL,X,X,X,X,X
OIZJLTS,X,X,X,X,X
OIZJLST,X,X,O,X,X
OIZJSTL,X,X,X,X,X
OIZJSLT,X,X,X,X,X
OIZSTLJ,X,X,X,X,X
OIZSTJL,X,X,X,X,X
OIZSLTJ,X,X,X,X,X
OIZSLJT,X,X,X,X,X
OIZSJTL,X,X,X,X,X
OIZSJLT,X,X,X,X,X
OLTIJSZ,O,X,X,X,X
OLTIJZS,X,X,X,X,X
OLTISJZ,O,X,X,O,X
OLTISZJ,X,X,X,X,X
OLTIZJS,X,X,X,X,X
OLTIZSJ,X,X,X,X,X
OLTJISZ,O,X,X,X,X
OLTJIZS,X,X,X,X,X
OLTJSIZ,O,X,X,X,X
OLTJSZI,X,X,X,X,X
OLTJZIS,X,X,X,X,X
OLTJZSI,X,X,X,X,X
OLTSIJZ,O,X,X,O,X
OLTSIZJ,X,X,X,X,X
OLTSJIZ,O,X,X,O,X
OLTSJZI,X,X,X,X,X
OLTSZIJ,X,X,X,X,X
OLTSZJI,X,X,X,X,X
OLTZIJS,X,X,X,X,X
OLTZISJ,X,X,X,X,X
OLTZJIS,X,X,X,X,X
OLTZJSI,X,X,X,X,X
OLTZSIJ,X,X,X,X,X
OLTZSJI,X,X,X,X,X
OLITJSZ,O,X,X,X,X
OLITJZS,X,X,X,X,X
OLITSJZ,O,X,X,O,X
OLITSZJ,X,X,X,X,X
OLITZJS,X,X,X,X,X
OLITZSJ,X,X,X,X,X
OLIJTSZ,O,X,X,X,X
OLIJTZS,X,X,X,X,X
OLIJSTZ,O,X,X,X,X
OLIJSZT,X,X,O,X,X
OLIJZTS,O,X,X,X,X
OLIJZST,O,X,O,X,X
OLISTJZ,O,X,X,O,X
OLISTZJ,X,X,X,X,X
OLISJTZ,O,X,X,O,X
OLISJZT,X,X,O,O,X
OLISZTJ,X,X,X,X,X
OLISZJT,X,X,O,X,X
OLIZTJS,O,X,X,X,X
OLIZTSJ,O,X,X,X,X
OLIZJTS,O,X,X,X,X
OLIZJST,O,X,O,X,X
OLIZSTJ,O,X,X,X,X
OLIZSJT,O,X,O,X,X
OLJTISZ,O,X,X,X,X
OLJTIZS,X,X,X,X,X
OLJTSIZ,O,X,X,X,X
OLJTSZI,X,X,X,X,X
OLJTZIS,X,X,X,X,X
OLJTZSI,X,X,X,X,X
OLJITSZ,O,X,X,X,X
OLJITZS,X,X,X,X,X
OLJISTZ,O,X,X,X,X
OLJISZT,X,X,O,X,X
OLJIZTS,O,X,X,X,X
OLJIZST,O,X,O,X,X
OLJSTIZ,O,X,X,X,X
OLJSTZI,X,X,X,X,X
OLJSITZ,O,X,X,X,X
OLJSIZT,X,X,O,X,X
OLJSZTI,X,X,X,X,X
OLJSZIT,X,X,X,X,X
OLJZTIS,O,X,X,X,X
OLJZTSI,O,X,X,X,X
OLJZITS,O,X,X,X,X
OLJZIST,O,X,O,X,X
OLJZSTI,O,X,X,X,X
OLJZSIT,O,X,O,X,X
OLSTIJZ,O,X,X,O,X
OLSTIZJ,X,X,X,X,X
OLSTJIZ,O,X,X,O,X
OLSTJZI,X,X,X,X,X
OLSTZIJ,X,X,X,X,X
OLSTZJI,X,X,X,X,X
OLSITJZ,O,X,X,O,X
OLSITZJ,X,X,X,X,X
OLSIJTZ,O,X,X,O,X
OLSIJZT,X,X,O,O,X
OLSIZTJ,X,X,X,X,X
OLSIZJT,X,X,O,X,X
OLSJTIZ,O,X,X,O,X
OLSJTZI,X,X,X,X,X
OLSJITZ,O,X,X,O,X
OLSJIZT,X,X,O,O,X
OLSJZTI,X,X,X,X,X
OLSJZIT,X,X,X,X,X
OLSZTIJ,X,X,X,X,X
OLSZTJI,X,X,X,X,X
OLSZITJ,X,X,X,X,X
OLSZIJT,X,X,O,X,X
OLSZJTI,X,X,X,X,X
OLSZJIT,X,X,O,X,X
OLZTIJS,O,X,X,X,X
OLZTISJ,O,X,X,X,X
OLZTJIS,O,X,X,X,X
OLZTJSI,O,X,X,X,X
OLZTSIJ,O,X,X,X,X
OLZTSJI,O,X,X,X,X
OLZITJS,O,X,X,X,X
OLZITSJ,O,X,X,X,X
OLZIJTS,O,X,X,X,X
OLZIJST,O,X,O,X,X
OLZISTJ,O,X,X,X,X
OLZISJT,O,X,O,X,X
OLZJTIS,O,X,X,X,X
OLZJTSI,O,X,X,X,X
OLZJITS,O,X,X,X,X
OLZJIST,O,X,O,X,X
OLZJSTI,O,X,X,X,X
OLZJSIT,O,X,O,X,X
OLZSTIJ,O,X,X,X,X
OLZSTJI,O,X,X,X,X
OLZSITJ,O,X,X,X,X
OLZSIJT,O,X,O,X,X
OLZSJTI,O,X,X,X,X
OLZSJIT,O,X,O,X,X
OJTILSZ,X,X,X,X,X
OJTILZS,X,X,X,X,X
OJTISLZ,X,X,X,X,X
OJTISZL,X,O,X,X,X
OJTIZLS,X,O,X,X,X
OJTIZSL,X,O,X,X,X
OJTLISZ,X,X,X,X,X
OJTLIZS,X,X,X,X,X
OJTLSIZ,X,X,X,X,X
OJTLSZI,X,X,X,X,X
OJTLZIS,X,X,X,X,X
OJTLZSI,X,X,X,X,X
OJTSILZ,X,X,X,X,X
OJTSIZL,X,O,X,X,X
OJTSLIZ,X,X,X,X,X
OJTSLZI,X,X,X,X,X
OJTSZIL,X,O,X,X,X
OJTSZLI,X,O,X,X,X
OJTZILS,X,O,X,X,X
OJTZISL,X,O,X,X,X
OJTZLIS,X,O,X,X,X
OJTZLSI,X,O,X,X,X
OJTZSIL,X,O,X,X,X
OJTZSLI,X,O,X,X,X
OJITLSZ,X,X,X,X,X
OJITLZS,X,X,X,X,X
OJITSLZ,X,X,X,X,X
OJITSZL,X,O,X,X,X
OJITZLS,X,O,X,X,X
OJITZSL,X,O,X,X,X
OJILTSZ,O,X,X,X,X
OJILTZS,X,X,X,X,X
OJILSTZ,O,X,X,X,X
OJILSZT,X,X,O,X,X
OJILZTS,O,X,X,X,X
OJILZST,O,X,O,X,X
OJISTLZ,O,X,X,X,X
OJISTZL,X,O,X,X,X
OJISLTZ,O,X,X,X,X
OJISLZT,X,X,X,X,X
OJISZTL,X,X,X,X,X
OJISZLT,X,X,X,X,X
OJIZTLS,X,X,X,X,X
OJIZTSL,X,X,X,X,X
OJIZLTS,X,X,X,X,X
OJIZLST,X,X,O,X,X
OJIZSTL,X,X,X,X,X
OJIZSLT,X,X,X,X,X
OJLTISZ,O,X,X,X,X
OJLTIZS,X,X,X,X,X
OJLTSIZ,O,X,X,X,X
OJLTSZI,X,X,X,X,X
OJLTZIS,X,X,X,X,X
OJLTZSI,X,X,X,X,X
OJLITSZ,O,X,X,X,X
OJLITZS,X,X,X,X,X
OJLISTZ,O,X,X,X,X
OJLISZT,X,X,O,X,X
OJLIZTS,O,X,X,X,X
OJLIZST,O,X,O,X,X
OJLSTIZ,O,X,X,X,X
OJLSTZI,X,X,X,X,X
OJLSITZ,O,X,X,X,X
OJLSIZT,X,X,O,X,X
OJLSZTI,X,X,X,X,X
OJLSZIT,X,X,X,X,X
OJLZTIS,O,X,X,X,X
OJLZTSI,O,X,X,X,X
OJLZITS,O,X,X,X,X
OJLZIST,O,X,O,X,X
OJLZSTI,O,X,X,X,X
OJLZSIT,O,X,O,X,X
OJSTILZ,O,X,X,X,X
OJSTIZL,X,O,X,X,X
OJSTLIZ,X,X,X,X,X
OJSTLZI,X,X,X,X,X
OJSTZIL,X,O,X,X,X
OJSTZLI,X,O,X,X,X
OJSITLZ,O,X,X,X,X
OJSITZL,X,O,X,X,X
OJSILTZ,O,X,X,X,X
OJSILZT,X,X,X,X,X
OJSIZTL,X,X,X,X,X
OJSIZLT,X,X,X,X,X
OJSLTIZ,O,X,X,X,X
OJSLTZI,X,X,X,X,X
OJSLITZ,O,X,X,X,X
OJSLIZT,X,X,X,X,X
OJSLZTI,X,X,X,X,X
OJSLZIT,X,X,X,X,X
OJSZTIL,X,X,X,X,X
OJSZTLI,X,X,X,X,X
OJSZITL,X,X,X,X,X
OJSZILT,X,X,X,X,X
OJSZLTI,X,X,X,X,X
OJSZLIT,X,X,X,X,X
OJZTILS,X,X,X,X,X
OJZTISL,X,X,X,X,X
OJZTLIS,X,X,X,X,X
OJZTLSI,X,X,X,X,X
OJZTSIL,X,X,X,X,X
OJZTSLI,X,X,X,X,X
OJZITLS,X,X,X,X,X
OJZITSL,X,X,X,X,X
OJZILTS,X,X,X,X,X
OJZILST,X,X,O,X,X
OJZISTL,X,X,X,X,X
OJZISLT,X,X,X,X,X
OJZLTIS,X,X,X,X,X
OJZLTSI,X,X,X,X,X
OJZLITS,X,X,X,X,X
OJZLIST,X,X,O,X,X
OJZLSTI,X,X,X,X,X
OJZLSIT,X,X,O,X,X
OJZSTIL,X,X,X,X,X
OJZSTLI,X,X,X,X,X
OJZSITL,X,X,X,X,X
OJZSILT,X,X,X,X,X
OJZSLTI,X,X,X,X,X
OJZSLIT,X,X,X,X,X
OSTILJZ,X,X,X,X,X
OSTILZJ,X,X,X,X,X
OSTIJLZ,O,X,X,X,X
OSTIJZL,X,O,X,X,X
OSTIZLJ,X,O,X,X,X
OSTIZJL,X,O,X,X,X
OSTLIJZ,X,X,X,X,X
OSTLIZJ,X,X,X,X,X
OSTLJIZ,X,X,X,X,X
OSTLJZI,X,X,X,X,X
OSTLZIJ,X,X,X,X,X
OSTLZJI,X,X,X,X,X
OSTJILZ,O,X,X,X,X
OSTJIZL,X,O,X,X,X
OSTJLIZ,X,X,X,X,X
OSTJLZI,X,X,X,X,X
OSTJZIL,X,O,X,X,X
OSTJZLI,X,O,X,X,X
OSTZILJ,X,O,X,X,X
OSTZIJL,X,O,X,X,X
OSTZLIJ,X,O,X,X,X
OSTZLJI,X,O,X,X,X
OSTZJIL,X,O,X,X,X
OSTZJLI,X,O,X,X,X
OSITLJZ,X,X,X,X,X
OSITLZJ,X,X,X,X,X
OSITJLZ,O,X,X,X,X
OSITJZL,X,O,X,X,X
OSITZLJ,X,O,X,X,X
OSITZJL,X,O,X,X,X
OSILTJZ,O,X,X,O,X
OSILTZJ,X,X,X,X,X
OSILJTZ,O,X,X,O,X
OSILJZT,X,X,X,O,X
OSILZTJ,X,X,X,X,X
OSILZJT,X,X,X,X,X
OSIJTLZ,O,X,X,X,X
OSIJTZL,X,O,X,X,X
OSIJLTZ,O,X,X,O,X
OSIJLZT,X,X,X,O,X
OSIJZTL,X,X,X,X,X
OSIJZLT,X,X,X,X,X
OSIZTLJ,X,X,X,X,X
OSIZTJL,X,X,X,X,X
OSIZLTJ,X,X,X,X,X
OSIZLJT,X,X,X,X,X
OSIZJTL,X,X,X,X,X
OSIZJLT,X,X,X,X,X
OSLTIJZ,O,X,X,O,X
OSLTIZJ,X,X,X,X,X
OSLTJIZ,O,X,X,O,X
OSLTJZI,X,X,X,X,X
OSLTZIJ,X,X,X,X,X
OSLTZJI,X,X,X,X,X
OSLITJZ,O,X,X,O,X
OSLITZJ,X,X,X,X,X
OSLIJTZ,O,X,X,O,X
OSLIJZT,X,X,X,O,X
OSLIZTJ,X,X,X,X,X
OSLIZJT,X,X,X,X,X
OSLJTIZ,O,X,X,O,X
OSLJTZI,X,X,X,X,X
OSLJITZ,O,X,X,O,X
OSLJIZT,X,X,X,O,X
OSLJZTI,X,X,X,X,X
OSLJZIT,X,X,X,X,X
OSLZTIJ,X,X,X,X,X
OSLZTJI,X,X,X,X,X
OSLZITJ,X,X,X,X,X
OSLZIJT,X,X,X,X,X
OSLZJTI,X,X,X,X,X
OSLZJIT,X,X,X,X,X
OSJTILZ,O,X,X,X,X
OSJTIZL,X,O,X,X,X
OSJTLIZ,X,X,X,X,X
OSJTLZI,X,X,X,X,X
OSJTZIL,X,O,X,X,X
OSJTZLI,X,O,X,X,X
OSJITLZ,O,X,X,X,X
OSJITZL,X,O,X,X,X
OSJILTZ,O,X,X,O,X
OSJILZT,X,X,X,O,X
OSJIZTL,X,X,X,X,X
OSJIZLT,X,X,X,X,X
OSJLTIZ,O,X,X,O,X
OSJLTZI,X,X,X,X,X
OSJLITZ,O,X,X,O,X
OSJLIZT,X,X,X,O,X
OSJLZTI,X,X,X,X,X
OSJLZIT,X,X,X,X,X
OSJZTIL,X,X,X,X,X
OSJZTLI,X,X,X,X,X
OSJZITL,X,X,X,X,X
OSJZILT,X,X,X,X,X
OSJZLTI,X,X,X,X,X
OSJZLIT,X,X,X,X,X
OSZTILJ,X,X,X,X,X
OSZTIJL,X,X,X,X,X
OSZTLIJ,X,X,X,X,X
OSZTLJI,X,X,X,X,X
OSZTJIL,X,X,X,X,X
OSZTJLI,X,X,X,X,X
OSZITLJ,X,X,X,X,X
OSZITJL,X,X,X,X,X
OSZILTJ,X,X,X,X,X
OSZILJT,X,X,X,X,X
OSZIJTL,X,X,X,X,X
OSZIJLT,X,X,X,X,X
OSZLTIJ,X,X,X,X,X
OSZLTJI,X,X,X,X,X
OSZLITJ,X,X,X,X,X
OSZLIJT,X,X,X,X,X
OSZLJTI,X,X,X,X,X
OSZLJIT,X,X,X,X,X
OSZJTIL,X,X,X,X,X
OSZJTLI,X,X,X,X,X
OSZJITL,X,X,X,X,X
OSZJILT,X,X,X,X,X
OSZJLTI,X,X,X,X,X
OSZJLIT,X,X,X,X,X
OZTILJS,X,X,X,X,X
OZTILSJ,X,X,X,X,X
OZTIJLS,X,X,X,X,X
OZTIJSL,X,X,X,X,X
OZTISLJ,X,X,X,X,X
OZTISJL,X,X,X,X,X
OZTLIJS,X,X,X,X,X
OZTLISJ,X,X,X,X,X
OZTLJIS,X,X,X,X,X
OZTLJSI,X,X,X,X,X
OZTLSIJ,X,X,X,X,X
OZTLSJI,X,X,X,X,X
OZTJILS,X,X,X,X,X
OZTJISL,X,X,X,X,X
OZTJLIS,X,X,X,X,X
OZTJLSI,X,X,X,X,X
OZTJSIL,X,X,X,X,X
OZTJSLI,X,X,X,X,X
OZTSILJ,X,X,X,X,X
OZTSIJL,X,X,X,X,X
OZTSLIJ,X,X,X,X,X
OZTSLJI,X,X,X,X,X
OZTSJIL,X,X,X,X,X
OZTSJLI,X,X,X,X,X
OZITLJS,X,X,X,X,X
OZITLSJ,X,X,X,X,X
OZITJLS,X,X,X,X,X
OZITJSL,X,X,X,X,X
OZITSLJ,X,X,X,X,X
OZITSJL,X,X,X,X,X
OZILTJS,X,X,X,X,X
OZILTSJ,X,X,X,X,X
OZILJTS,X,X,X,X,X
OZILJST,X,X,O,X,X
OZILSTJ,X,X,X,X,X
OZILSJT,X,X,O,X,X
OZIJTLS,X,X,X,X,X
OZIJTSL,X,X,X,X,X
OZIJLTS,X,X,X,X,X
OZIJLST,X,X,O,X,X
OZIJSTL,X,X,X,X,X
OZIJSLT,X,X,X,X,X
OZISTLJ,X,X,X,X,X
OZISTJL,X,X,X,X,X
OZISLTJ,X,X,X,X,X
OZISLJT,X,X,X,X,X
OZISJTL,X,X,X,X,X
OZISJLT,X,X,X,X,X
OZLTIJS,X,X,X,X,X
OZLTISJ,X,X,X,X,X
OZLTJIS,X,X,X,X,X
OZLTJSI,X,X,X,X,X
OZLTSIJ,X,X,X,X,X
OZLTSJI,X,X,X,X,X
OZLITJS,X,X,X,X,X
OZLITSJ,X,X,X,X,X
OZLIJTS,X,X,X,X,X
OZLIJST,X,X,O,X,X
OZLISTJ,X,X,X,X,X
OZLISJT,X,X,O,X,X
OZLJTIS,X,X,X,X,X
OZLJTSI,X,X,X,X,X
OZLJITS,X,X,X,X,X
OZLJIST,X,X,O,X,X
OZLJSTI,X,X,X,X,X
OZLJSIT,X,X,O,X,X
OZLSTIJ,X,X,X,X,X
OZLSTJI,X,X,X,X,X
OZLSITJ,X,X,X,X,X
OZLSIJT,X,X,O,X,X
OZLSJTI,X,X,X,X,X
OZLSJIT,X,X,O,X,X
OZJTILS,X,X,X,X,X
OZJTISL,X,X,X,X,X
OZJTLIS,X,X,X,X,X
OZJTLSI,X,X,X,X,X
OZJTSIL,X,X,X,X,X
OZJTSLI,X,X,X,X,X
OZJITLS,X,X,X,X,X
OZJITSL,X,X,X,X,X
OZJILTS,X,X,X,X,X
OZJILST,X,X,O,X,X
OZJISTL,X,X,X,X,X
OZJISLT,X,X,X,X,X
OZJLTIS,X,X,X,X,X
OZJLTSI,X,X,X,X,X
OZJLITS,X,X,X,X,X
OZJLIST,X,X,O,X,X
OZJLSTI,X,X,X,X,X
OZJLSIT,X,X,O,X,X
OZJSTIL,X,X,X,X,X
OZJSTLI,X,X,X,X,X
OZJSITL,X,X,X,X,X
OZJSILT,X,X,X,X,X
OZJSLTI,X,X,X,X,X
OZJSLIT,X,X,X,X,X
OZSTILJ,X,X,X,X,X
OZSTIJL,X,X,X,X,X
OZSTLIJ,X,X,X,X,X
OZSTLJI,X,X,X,X,X
OZSTJIL,X,X,X,X,X
OZSTJLI,X,X,X,X,X
OZSITLJ,X,X,X,X,X
OZSITJL,X,X,X,X,X
OZSILTJ,X,X,X,X,X
OZSILJT,X,X,X,X,X
OZSIJTL,X,X,X,X,X
OZSIJLT,X,X,X,X,X
OZSLTIJ,X,X,X,X,X
OZSLTJI,X,X,X,X,X
OZSLITJ,X,X,X,X,X
OZSLIJT,X,X,X,X,X
OZSLJTI,X,X,X,X,X
OZSLJIT,X,X,X,X,X
OZSJTIL,X,X,X,X,X
OZSJTLI,X,X,X,X,X
OZSJITL,X,X,X,X,X
OZSJILT,X,X,X,X,X
OZSJLTI,X,X,X,X,X
OZSJLIT,X,X,X,X,X
