sequence,v115@UhB8AeA8DeI8JeZEJvhFqpBTlB/rBUnBGoBVyB,v115@UhB8AeA8DeI8JeZEJvhFupBcqB/rBFnB6tBzsB,v115@UhB8AeA8DeI8JeZEJvhFGlB/rBUnBFoBzpBSyB,v115@UhB8AeA8DeI8JeZEJvhFqpBTlB/rBFnB8sB+tB,v115@UhB8AeA8DeI8JecFJvhFxhBTkBlmBGoBXoBipB
OIZJLST,X,O,X,X,X
OIZJSTL,X,O,X,X,X
OIZJSLT,X,O,X,X,X
OIZSTLJ,X,O,X,X,X
OIZSTJL,X,O,X,X,X
OIZSLTJ,X,O,X,X,X
OIZSLJT,X,O,X,X,X
OIZSJTL,X,O,X,X,X
OIZSJLT,X,O,X,X,X
OLTIJSZ,O,X,O,X,X
OLTIJZS,X,X,X,X,X
OLTISJZ,O,X,O,X,X
OLTISZJ,O,X,O,X,X
OLTIZJS,X,X,X,X,X
OLTIZSJ,X,X,X,X,X
OLTJISZ,O,X,O,X,X
OLTJIZS,X,X,X,X,X
OLTJSIZ,O,X,O,X,X
OLTJSZI,O,X,O,X,X
OLTJZIS,X,X,X,X,X
OLTJZSI,X,X,X,X,X
OLTSIJZ,O,X,O,X,X
OLTSIZJ,O,X,O,X,X
OLTSJIZ,O,X,O,X,X
OLTSJZI,O,X,O,X,X
OLTSZIJ,O,X,O,X,X
OLTSZJI,O,X,O,X,X
OLTZIJS,X,X,X,X,X
OLTZISJ,X,X,X,X,X
OLTZJIS,X,X,X,X,X
OLTZJSI,X,X,X,X,X
OLTZSIJ,X,X,X,X,X
OLTZSJI,X,X,X,X,X
OLITJSZ,O,X,O,X,X
OLITJZS,X,X,X,X,X
OLITSJZ,O,X,O,X,X
OLITSZJ,O,X,O,X,X
OLITZJS,X,X,X,X,X
OLITZSJ,X,X,X,X,X
OLIJTSZ,X,X,O,X,X
OLIJTZS,X,X,X,X,X
OLIJSTZ,X,X,O,X,X
OLIJSZT,X,X,O,O,X
OLIJZTS,X,X,X,X,X
OLIJZST,X,X,X,O,X
OLISTJZ,O,X,O,X,X
OLISTZJ,O,O,O,X,X
OLISJTZ,X,X,O,X,X
OLISJZT,X,X,O,O,X
OLISZTJ,O,O,O,X,X
OLISZJT,X,O,O,X,X
OLIZTJS,X,X,X,X,X
OLIZTSJ,X,X,X,X,X
OLIZJTS,X,X,X,X,X
OLIZJST,X,O,X,X,X
OLIZSTJ,X,O,X,X,X
OLIZSJT,X,O,X,X,X
OLJTISZ,X,X,O,X,X
OLJTIZS,X,X,X,X,X
OLJTSIZ,X,X,O,X,X
OLJTSZI,X,X,O,X,X
OLJTZIS,X,X,X,X,X
OLJTZSI,X,X,X,X,X
OLJITSZ,X,X,O,X,X
OLJITZS,X,X,X,X,X
OLJISTZ,X,X,O,X,X
OLJISZT,X,X,O,O,X
OLJIZTS,X,X,X,X,X
OLJIZST,X,X,X,O,X
OLJSTIZ,X,X,O,X,X
OLJSTZI,X,X,O,X,X
OLJSITZ,X,X,O,X,X
OLJSIZT,X,X,O,O,X
OLJSZTI,X,X,O,O,X
OLJSZIT,X,X,O,O,X
OLJZTIS,X,X,X,X,X
OLJZTSI,X,X,X,X,X
OLJZITS,X,X,X,X,X
OLJZIST,X,X,X,O,X
OLJZSTI,X,X,X,O,X
OLJZSIT,X,X,X,O,X
OLSTIJZ,O,X,O,X,X
OLSTIZJ,O,O,O,X,X
OLSTJIZ,O,X,O,X,X
OLSTJZI,O,X,O,X,X
OLSTZIJ,O,O,O,X,X
OLSTZJI,O,O,O,X,X
OLSITJZ,O,X,O,X,X
OLSITZJ,O,O,O,X,X
OLSIJTZ,X,X,O,X,X
OLSIJZT,X,X,O,O,X
OLSIZTJ,O,O,O,X,X
OLSIZJT,X,O,O,X,X
OLSJTIZ,X,X,O,X,X
OLSJTZI,X,X,O,X,X
OLSJITZ,X,X,O,X,X
OLSJIZT,X,X,O,O,X
OLSJZTI,X,X,O,O,X
OLSJZIT,X,X,O,O,X
OLSZTIJ,O,O,O,X,X
OLSZTJI,O,O,O,X,X
OLSZITJ,O,O,O,X,X
OLSZIJT,X,O,O,X,X
OLSZJTI,X,O,O,X,X
OLSZJIT,X,O,O,X,X
OLZTIJS,X,X,X,X,X
OLZTISJ,X,X,X,X,X
OLZTJIS,X,X,X,X,X
OLZTJSI,X,X,X,X,X
OLZTSIJ,X,X,X,X,X
OLZTSJI,X,X,X,X,X
OLZITJS,X,X,X,X,X
OLZITSJ,X,X,X,X,X
OLZIJTS,X,X,X,X,X
OLZIJST,X,O,X,X,X
OLZISTJ,X,O,X,X,X
OLZISJT,X,O,X,X,X
OLZJTIS,X,X,X,X,X
OLZJTSI,X,X,X,X,X
OLZJITS,X,X,X,X,X
OLZJIST,X,O,X,X,X
OLZJSTI,X,O,X,X,X
OLZJSIT,X,O,X,X,X
OLZSTIJ,X,O,X,X,X
OLZSTJI,X,O,X,X,X
OLZSITJ,X,O,X,X,X
OLZSIJT,X,O,X,X,X
OLZSJTI,X,O,X,X,X
OLZSJIT,X,O,X,X,X
OJTILSZ,X,X,X,X,X
OJTILZS,X,X,X,X,X
OJTISLZ,X,X,X,X,X
OJTISZL,X,X,X,X,X
OJTIZLS,X,X,X,X,X
OJTIZSL,X,X,X,X,O
OJTLISZ,X,X,X,X,X
OJTLIZS,X,X,X,X,X
OJTLSIZ,X,X,X,X,X
OJTLSZI,X,X,X,X,X
OJTLZIS,X,X,X,X,X
OJTLZSI,X,X,X,X,X
OJTSILZ,X,X,X,X,X
OJTSIZL,X,X,X,X,X
OJTSLIZ,X,X,X,X,X
OJTSLZI,X,X,X,X,X
OJTSZIL,X,X,X,X,X
OJTSZLI,X,X,X,X,X
OJTZILS,X,X,X,X,X
OJTZISL,X,X,X,X,O
OJTZLIS,X,X,X,X,X
OJTZLSI,X,X,X,X,X
OJTZSIL,X,X,X,X,O
OJTZSLI,X,X,X,X,O
OJITLSZ,X,X,X,X,X
OJITLZS,X,X,X,X,X
OJITSLZ,X,X,X,X,X
OJITSZL,X,X,X,X,X
OJITZLS,X,X,X,X,X
OJITZSL,X,X,X,X,X
OJILTSZ,X,X,O,X,X
OJILTZS,X,X,X,X,X
OJILSTZ,X,X,O,X,X
OJILSZT,X,X,O,X,X
OJILZTS,X,X,X,X,X
OJILZST,X,X,X,X,X
OJISTLZ,X,X,X,X,X
OJISTZL,X,X,X,X,X
OJISLTZ,X,X,O,X,X
OJISLZT,X,X,O,X,X
OJISZTL,X,X,O,X,X
OJISZLT,X,X,O,X,X
OJIZTLS,X,X,X,X,X
OJIZTSL,X,X,X,X,X
OJIZLTS,X,X,X,X,X
OJIZLST,X,X,X,X,X
OJIZSTL,X,X,X,X,X
OJIZSLT,X,X,X,X,X
OJLTISZ,X,X,O,X,X
OJLTIZS,X,X,X,X,X
OJLTSIZ,X,X,O,X,X
OJLTSZI,X,X,O,X,X
OJLTZIS,X,X,X,X,X
OJLTZSI,X,X,X,X,X
OJLITSZ,X,X,O,X,X
OJLITZS,X,X,X,X,X
OJLISTZ,X,X,O,X,X
OJLISZT,X,X,O,O,X
OJLIZTS,X,X,X,X,X
OJLIZST,X,X,X,O,X
OJLSTIZ,X,X,O,X,X
OJLSTZI,X,X,O,X,X
OJLSITZ,X,X,O,X,X
OJLSIZT,X,X,O,O,X
OJLSZTI,X,X,O,O,X
OJLSZIT,X,X,O,O,X
OJLZTIS,X,X,X,X,X
OJLZTSI,X,X,X,X,X
OJLZITS,X,X,X,X,X
OJLZIST,X,X,X,O,X
OJLZSTI,X,X,X,O,X
OJLZSIT,X,X,X,O,X
OJSTILZ,X,X,X,X,X
OJSTIZL,X,X,X,X,X
OJSTLIZ,X,X,X,X,X
OJSTLZI,X,X,X,X,X
OJSTZIL,X,X,X,X,X
OJSTZLI,X,X,X,X,X
OJSITLZ,X,X,X,X,X
OJSITZL,X,X,X,X,X
OJSILTZ,X,X,O,X,X
OJSILZT,X,X,O,X,X
OJSIZTL,X,X,O,X,X
OJSIZLT,X,X,O,X,X
OJSLTIZ,X,X,O,X,X
OJSLTZI,X,X,O,X,X
OJSLITZ,X,X,O,X,X
OJSLIZT,X,X,O,O,X
OJSLZTI,X,X,O,O,X
OJSLZIT,X,X,O,O,X
OJSZTIL,X,X,O,X,X
OJSZTLI,X,X,X,O,X
OJSZITL,X,X,O,X,X
OJSZILT,X,X,O,X,X
OJSZLTI,X,X,O,O,X
OJSZLIT,X,X,O,O,X
OJZTILS,X,X,X,X,X
OJZTISL,X,X,X,X,O
OJZTLIS,X,X,X,X,X
OJZTLSI,X,X,X,X,X
OJZTSIL,X,X,X,X,O
OJZTSLI,X,X,X,X,O
OJZITLS,X,X,X,X,X
OJZITSL,X,X,X,X,X
OJZILTS,X,X,X,X,X
OJZILST,X,X,X,X,X
OJZISTL,X,X,X,X,X
OJZISLT,X,X,X,X,X
OJZLTIS,X,X,X,X,X
OJZLTSI,X,X,X,X,X
OJZLITS,X,X,X,X,X
OJZLIST,X,X,X,O,X
OJZLSTI,X,X,X,O,X
OJZLSIT,X,X,X,O,X
OJZSTIL,X,X,X,X,X
OJZSTLI,X,X,X,O,X
OJZSITL,X,X,X,X,X
OJZSILT,X,X,X,X,X
OJZSLTI,X,X,X,O,X
OJZSLIT,X,X,X,O,X
OSTILJZ,X,X,X,X,X
OSTILZJ,X,O,X,X,X
OSTIJLZ,X,X,X,X,X
OSTIJZL,X,X,X,X,X
OSTIZLJ,X,O,X,X,X
OSTIZJL,X,O,X,X,X
OSTLIJZ,O,X,X,X,X
OSTLIZJ,O,O,X,X,X
OSTLJIZ,O,X,X,X,X
OSTLJZI,O,X,X,X,X
OSTLZIJ,O,O,X,X,X
OSTLZJI,O,O,X,X,X
OSTJILZ,X,X,X,X,X
OSTJIZL,X,X,X,X,X
OSTJLIZ,O,X,X,X,X
OSTJLZI,O,X,X,X,X
OSTJZIL,X,X,X,X,X
OSTJZLI,O,X,X,X,X
OSTZILJ,X,O,X,X,X
OSTZIJL,X,O,X,X,X
OSTZLIJ,O,O,X,X,X
OSTZLJI,O,O,X,X,X
OSTZJIL,X,O,X,X,X
OSTZJLI,O,O,X,X,X
OSITLJZ,X,X,X,X,X
OSITLZJ,X,O,X,X,X
OSITJLZ,X,X,X,X,X
OSITJZL,X,X,X,X,X
OSITZLJ,X,O,X,X,X
OSITZJL,X,O,X,X,X
OSILTJZ,X,X,O,X,X
OSILTZJ,X,O,O,X,X
OSILJTZ,X,X,O,X,X
OSILJZT,X,X,O,X,X
OSILZTJ,X,O,O,X,X
OSILZJT,X,O,O,X,X
OSIJTLZ,X,X,X,X,X
OSIJTZL,X,X,X,X,X
OSIJLTZ,X,X,O,X,X
OSIJLZT,X,X,O,X,X
OSIJZTL,X,X,O,X,X
OSIJZLT,X,X,O,X,X
OSIZTLJ,X,O,X,X,X
OSIZTJL,X,O,O,X,X
OSIZLTJ,X,O,O,X,X
OSIZLJT,X,O,O,X,X
OSIZJTL,X,O,O,X,X
OSIZJLT,X,O,O,X,X
OSLTIJZ,O,X,O,X,X
OSLTIZJ,O,O,O,X,X
OSLTJIZ,O,X,O,X,X
OSLTJZI,O,X,O,X,X
OSLTZIJ,O,O,O,X,X
OSLTZJI,O,O,O,X,X
OSLITJZ,O,X,O,X,X
OSLITZJ,O,O,O,X,X
OSLIJTZ,X,X,O,X,X
OSLIJZT,X,X,O,O,X
OSLIZTJ,O,O,O,X,X
OSLIZJT,X,O,O,X,X
OSLJTIZ,X,X,O,X,X
OSLJTZI,X,X,O,X,X
OSLJITZ,X,X,O,X,X
OSLJIZT,X,X,O,O,X
OSLJZTI,X,X,O,O,X
OSLJZIT,X,X,O,O,X
OSLZTIJ,O,O,O,X,X
OSLZTJI,O,O,O,X,X
OSLZITJ,O,O,O,X,X
OSLZIJT,X,O,O,X,X
OSLZJTI,X,O,O,X,X
OSLZJIT,X,O,O,X,X
OSJTILZ,X,X,X,X,X
OSJTIZL,X,X,X,X,X
OSJTLIZ,X,X,X,X,X
OSJTLZI,X,X,X,X,X
OSJTZIL,X,X,X,X,X
OSJTZLI,X,X,X,X,X
OSJITLZ,X,X,X,X,X
OSJITZL,X,X,X,X,X
OSJILTZ,X,X,O,X,X
OSJILZT,X,X,O,X,X
OSJIZTL,X,X,O,X,X
OSJIZLT,X,X,O,X,X
OSJLTIZ,X,X,O,X,X
OSJLTZI,X,X,O,X,X
OSJLITZ,X,X,O,X,X
OSJLIZT,X,X,O,O,X
OSJLZTI,X,X,O,O,X
OSJLZIT,X,X,O,O,X
OSJZTIL,X,X,O,X,X
OSJZTLI,X,X,X,O,X
OSJZITL,X,X,O,X,X
OSJZILT,X,X,O,X,X
OSJZLTI,X,X,O,O,X
OSJZLIT,X,X,O,O,X
OSZTILJ,X,O,X,X,X
OSZTIJL,X,O,O,X,X
OSZTLIJ,O,O,X,X,X
OSZTLJI,O,O,X,X,X
OSZTJIL,X,O,O,X,X
OSZTJLI,O,O,X,X,X
OSZITLJ,X,O,X,X,X
OSZITJL,X,O,O,X,X
OSZILTJ,X,O,O,X,X
OSZILJT,X,O,O,X,X
OSZIJTL,X,O,O,X,X
OSZIJLT,X,O,O,X,X
OSZLTIJ,O,O,O,X,X
OSZLTJI,O,O,O,X,X
OSZLITJ,O,O,O,X,X
OSZLIJT,X,O,O,X,X
OSZLJTI,X,O,O,X,X
OSZLJIT,X,O,O,X,X
OSZJTIL,X,O,O,X,X
OSZJTLI,X,O,X,X,X
OSZJITL,X,O,O,X,X
OSZJILT,X,O,O,X,X
OSZJLTI,X,O,O,X,X
OSZJLIT,X,O,O,X,X
OZTILJS,X,X,X,X,X
OZTILSJ,X,X,X,X,X
OZTIJLS,X,X,X,X,X
OZTIJSL,X,X,X,X,O
OZTISLJ,X,X,X,X,X
OZTISJL,X,X,X,X,X
OZTLIJS,X,X,X,X,X
OZTLISJ,X,X,X,X,X
OZTLJIS,X,X,X,X,X
OZTLJSI,X,X,X,X,X
OZTLSIJ,X,X,X,X,X
OZTLSJI,X,X,X,X,X
OZTJILS,X,X,X,X,X
OZTJISL,X,X,X,X,O
OZTJLIS,X,X,X,X,X
OZTJLSI,X,X,X,X,X
OZTJSIL,X,X,X,X,O
OZTJSLI,X,X,X,X,O
OZTSILJ,X,X,X,X,X
OZTSIJL,X,X,X,X,X
OZTSLIJ,X,X,X,X,X
OZTSLJI,X,X,X,X,X
OZTSJIL,X,X,X,X,X
OZTSJLI,X,X,X,X,X
OZITLJS,X,X,X,X,X
OZITLSJ,X,X,X,X,X
OZITJLS,X,X,X,X,X
OZITJSL,X,X,X,X,X
OZITSLJ,X,X,X,X,X
OZITSJL,X,X,X,X,X
OZILTJS,X,X,X,X,X
OZILTSJ,X,X,X,X,X
OZILJTS,X,X,X,X,X
OZILJST,X,O,X,X,X
OZILSTJ,X,O,X,X,X
OZILSJT,X,O,X,X,X
OZIJTLS,X,X,X,X,X
OZIJTSL,X,X,X,X,X
OZIJLTS,X,X,X,X,X
OZIJLST,X,O,X,X,X
OZIJSTL,X,O,X,X,X
OZIJSLT,X,O,X,X,X
OZISTLJ,X,O,X,X,X
OZISTJL,X,O,X,X,X
OZISLTJ,X,O,X,X,X
OZISLJT,X,O,X,X,X
OZISJTL,X,O,X,X,X
OZISJLT,X,O,X,X,X
OZLTIJS,X,X,X,X,X
OZLTISJ,X,X,X,X,X
OZLTJIS,X,X,X,X,X
OZLTJSI,X,X,X,X,X
OZLTSIJ,X,X,X,X,X
OZLTSJI,X,X,X,X,X
OZLITJS,X,X,X,X,X
OZLITSJ,X,X,X,X,X
OZLIJTS,X,X,X,X,X
OZLIJST,X,O,X,X,X
OZLISTJ,X,O,X,X,X
OZLISJT,X,O,X,X,X
OZLJTIS,X,X,X,X,X
OZLJTSI,X,X,X,X,X
OZLJITS,X,X,X,X,X
OZLJIST,X,O,X,X,X
OZLJSTI,X,O,X,X,X
OZLJSIT,X,O,X,X,X
OZLSTIJ,X,O,X,X,X
OZLSTJI,X,O,X,X,X
OZLSITJ,X,O,X,X,X
OZLSIJT,X,O,X,X,X
OZLSJTI,X,O,X,X,X
OZLSJIT,X,O,X,X,X
OZJTILS,X,X,X,X,X
OZJTISL,X,X,X,X,O
OZJTLIS,X,X,X,X,X
OZJTLSI,X,X,X,X,X
OZJTSIL,X,X,X,X,O
OZJTSLI,X,X,X,X,O
OZJITLS,X,X,X,X,X
OZJITSL,X,X,X,X,X
OZJILTS,X,X,X,X,X
OZJILST,X,O,X,X,X
OZJISTL,X,O,X,X,X
OZJISLT,X,O,X,X,X
OZJLTIS,X,X,X,X,X
OZJLTSI,X,X,X,X,X
OZJLITS,X,X,X,X,X
OZJLIST,X,O,X,X,X
OZJLSTI,X,O,X,X,X
OZJLSIT,X,O,X,X,X
OZJSTIL,X,O,X,X,X
OZJSTLI,X,O,X,X,X
OZJSITL,X,O,X,X,X
OZJSILT,X,O,X,X,X
OZJSLTI,X,O,X,X,X
OZJSLIT,X,O,X,X,X
OZSTILJ,X,O,X,X,X
OZSTIJL,X,O,X,X,X
OZSTLIJ,X,O,X,X,X
OZSTLJI,X,O,X,X,X
OZSTJIL,X,O,X,X,X
OZSTJLI,X,O,X,X,X
OZSITLJ,X,O,X,X,X
OZSITJL,X,O,X,X,X
OZSILTJ,X,O,X,X,X
OZSILJT,X,O,X,X,X
OZSIJTL,X,O,X,X,X
OZSIJLT,X,O,X,X,X
OZSLTIJ,X,O,X,X,X
OZSLTJI,X,O,X,X,X
OZSLITJ,X,O,X,X,X
OZSLIJT,X,O,X,X,X
OZSLJTI,X,O,X,X,X
OZSLJIT,X,O,X,X,X
OZSJTIL,X,O,X,X,X
OZSJTLI,X,O,X,X,X
OZSJITL,X,O,X,X,X
OZSJILT,X,O,X,X,X
OZSJLTI,X,O,X,X,X
OZSJLIT,X,O,X,X,X
