sequence,v115@FhB8HeB8IeD8AeB8BeB8JeOEJvhFxgBTiBClB0mBlq?B3sB,v115@FhB8HeB8IeD8AeB8BeB8JeKEJvhFWlBxgBTiB0mBlq?B3sB,v115@FhB8HeB8IeD8AeB8BeB8Jei/IvhFzgBGiB3kBlqBRs?BUsB,v115@FhB8HeB8IeD8AeB8BeB8JeKEJvhFzfBRhBcnBGmBlq?B3sB,v115@FhB8HeB8IeD8AeB8BeB8Jex/IvhFmhBqnBTkB/qBFm?BUsB,v115@FhB8HeB8IeD8AeB8BeB8JeOEJvhF0gBxhBzkBFnBCr?B3sB,v115@FhB8HeB8IeD8AeB8BeB8JeOEJvhF8kBzgBlqBRsBfs?B6sB,v115@FhB8HeB8IeD8AeB8BeB8JexAJvhFTiBikBuqB1rB0k?B3sB,v115@FhB8HeB8IeD8AeB8BeB8Jei/IvhF3gBWnB1pB8qBRs?BTsB,v115@FhB8HeB8IeD8AeB8BeB8Jel/IvhF3gBCiB2pB8qBRs?BTsB
SJOLITZ,O,O,X,X,O,O,X,X,X,X
SJOLIZT,O,O,X,O,X,O,X,X,X,X
SJOLZTI,O,O,X,O,X,O,X,X,X,X
SJOLZIT,O,O,X,O,X,O,X,X,X,X
SJOZTIL,O,O,X,X,O,O,X,X,X,X
SJOZTLI,O,O,X,X,O,O,X,X,X,X
SJOZITL,O,O,X,X,O,O,X,X,X,X
SJOZILT,O,O,X,O,O,O,X,X,X,X
SJOZLTI,O,O,X,O,O,O,X,X,X,X
SJOZLIT,O,O,X,O,O,O,X,X,X,X
SZTILJO,O,O,O,O,O,X,X,X,O,O
SZTILOJ,O,O,O,O,O,X,X,X,O,O
SZTIJLO,O,O,O,O,O,X,O,X,O,O
SZTIJOL,O,O,O,O,X,O,O,X,O,O
SZTIOLJ,O,O,O,O,O,O,X,X,O,O
SZTIOJL,O,O,O,O,O,O,O,X,O,X
SZTLIJO,O,O,O,O,O,X,X,X,O,O
SZTLIOJ,O,O,O,O,O,X,X,X,O,O
SZTLJIO,O,O,X,O,O,X,X,O,O,X
SZTLJOI,O,O,X,O,O,X,X,O,X,X
SZTLOIJ,O,O,O,O,O,X,X,X,O,X
SZTLOJI,O,O,X,O,O,X,X,O,X,X
SZTJILO,O,O,X,O,O,X,O,O,O,O
SZTJIOL,O,O,X,O,X,O,O,O,O,O
SZTJLIO,O,O,X,O,O,X,X,O,O,O
SZTJLOI,O,O,X,O,O,X,X,O,X,X
SZTJOIL,O,O,X,O,O,O,O,O,X,O
SZTJOLI,O,O,X,O,O,O,X,O,X,X
SZTOILJ,O,O,O,O,O,O,X,X,O,O
SZTOIJL,O,O,O,O,O,O,O,X,O,X
SZTOLIJ,O,O,O,O,O,O,X,X,O,X
SZTOLJI,O,O,X,O,O,O,X,O,X,X
SZTOJIL,O,O,X,O,O,O,O,O,X,X
SZTOJLI,O,O,X,O,O,O,X,O,X,X
SZITLJO,O,O,O,O,O,X,X,X,O,O
SZITLOJ,O,O,O,O,O,X,X,X,O,O
SZITJLO,O,O,O,O,O,X,O,X,O,O
SZITJOL,O,O,O,O,X,X,O,X,O,O
SZITOLJ,O,O,O,O,O,X,X,X,O,O
SZITOJL,O,O,O,O,O,X,O,X,O,X
SZILTJO,O,O,O,O,O,X,X,X,O,O
SZILTOJ,O,O,O,O,O,X,X,X,O,O
SZILJTO,O,O,O,O,O,X,X,X,O,O
SZILJOT,O,O,X,O,O,X,X,X,X,O
SZILOTJ,O,O,X,O,O,X,X,X,X,O
SZILOJT,O,O,X,O,O,X,X,X,X,O
SZIJTLO,O,O,O,O,O,X,O,X,O,O
SZIJTOL,O,O,O,O,X,X,O,X,O,O
SZIJLTO,O,O,O,O,O,X,X,X,O,O
SZIJLOT,O,O,X,O,O,X,X,X,X,O
SZIJOTL,O,O,X,X,X,X,X,X,O,O
SZIJOLT,O,O,X,O,X,X,X,X,X,O
SZIOTLJ,O,O,X,O,O,X,X,X,O,O
SZIOTJL,O,O,X,O,O,X,X,X,O,X
SZIOLTJ,O,O,X,O,O,X,X,X,X,O
SZIOLJT,O,O,X,O,O,X,X,X,X,O
SZIOJTL,O,O,X,X,O,X,X,X,O,O
SZIOJLT,O,O,X,O,O,X,X,X,X,O
SZLTIJO,O,O,O,O,O,O,X,X,O,O
SZLTIOJ,O,O,O,O,O,O,X,X,O,O
SZLTJIO,O,O,X,O,O,O,X,O,O,X
SZLTJOI,O,O,X,O,O,O,X,O,X,X
SZLTOIJ,O,O,O,O,O,O,X,X,O,X
SZLTOJI,O,O,X,O,O,O,X,O,X,X
SZLITJO,O,O,O,O,O,O,X,X,O,O
SZLITOJ,O,O,O,O,O,O,X,X,O,O
SZLIJTO,O,O,O,O,O,O,X,X,O,O
SZLIJOT,O,O,X,O,O,O,X,X,X,O
SZLIOTJ,O,O,X,O,O,O,X,X,X,O
SZLIOJT,O,O,X,O,O,O,X,X,X,O
SZLJTIO,O,O,X,O,O,O,X,X,X,O
SZLJTOI,O,O,X,O,O,O,X,X,X,X
SZLJITO,O,O,X,O,O,O,X,X,X,O
SZLJIOT,O,O,X,O,O,O,X,X,X,O
SZLJOTI,O,O,X,O,O,O,X,X,X,X
SZLJOIT,O,O,X,O,O,O,X,X,X,X
SZLOTIJ,O,O,X,O,O,O,X,X,X,X
SZLOTJI,O,O,X,O,O,O,X,O,X,X
SZLOITJ,O,O,X,O,O,O,X,X,X,X
SZLOIJT,O,O,X,O,O,O,X,X,X,X
SZLOJTI,O,O,X,O,O,O,X,X,X,X
SZLOJIT,O,O,X,O,O,O,X,X,X,X
SZJTILO,O,O,X,O,O,X,O,X,O,O
SZJTIOL,O,O,X,O,X,O,O,X,O,O
SZJTLIO,O,O,X,O,O,X,X,X,O,O
SZJTLOI,O,O,X,O,O,X,X,X,X,X
SZJTOIL,O,O,X,O,O,O,O,X,X,O
SZJTOLI,O,O,X,O,O,O,X,X,X,X
SZJITLO,O,O,X,O,O,X,O,X,O,O
SZJITOL,O,O,X,O,X,X,O,X,O,O
SZJILTO,O,O,X,O,O,X,X,X,O,O
SZJILOT,O,O,X,O,O,X,X,X,X,O
SZJIOTL,O,O,X,X,X,X,X,X,O,O
SZJIOLT,O,O,X,O,X,X,X,X,X,O
SZJLTIO,O,O,X,O,O,O,X,X,X,O
SZJLTOI,O,O,X,O,O,O,X,X,X,X
SZJLITO,O,O,X,O,O,O,X,X,X,O
SZJLIOT,O,O,X,O,O,O,X,X,X,O
SZJLOTI,O,O,X,O,O,O,X,X,X,X
SZJLOIT,O,O,X,O,O,O,X,X,X,X
SZJOTIL,O,O,X,X,O,O,X,X,X,O
SZJOTLI,O,O,X,X,O,O,X,X,X,X
SZJOITL,O,O,X,X,O,O,X,X,X,O
SZJOILT,O,O,X,O,O,O,X,X,X,O
SZJOLTI,O,O,X,O,O,O,X,X,X,X
SZJOLIT,O,O,X,O,O,O,X,X,X,X
SZOTILJ,O,O,X,O,O,O,X,X,O,O
SZOTIJL,O,O,X,O,O,O,X,X,O,X
SZOTLIJ,O,O,X,O,O,O,X,X,O,X
SZOTLJI,O,O,X,O,O,O,X,O,X,X
SZOTJIL,O,O,X,O,O,O,X,O,X,X
SZOTJLI,O,O,X,O,O,O,X,O,X,X
SZOITLJ,O,O,X,O,O,O,X,X,O,O
SZOITJL,O,O,X,O,O,O,X,X,O,X
SZOILTJ,O,O,X,O,O,O,X,X,X,O
SZOILJT,O,O,X,O,O,O,X,X,X,O
SZOIJTL,O,O,X,X,O,O,X,X,O,O
SZOIJLT,O,O,X,O,O,O,X,X,X,O
SZOLTIJ,O,O,X,O,O,O,X,X,X,X
SZOLTJI,O,O,X,O,O,O,X,O,X,X
SZOLITJ,O,O,X,O,O,O,X,X,X,X
SZOLIJT,O,O,X,O,O,O,X,X,X,X
SZOLJTI,O,O,X,O,O,O,X,X,X,X
SZOLJIT,O,O,X,O,O,O,X,X,X,X
SZOJTIL,O,O,X,X,O,O,X,X,X,O
SZOJTLI,O,O,X,X,O,O,X,X,X,X
SZOJITL,O,O,X,X,O,O,X,X,X,O
SZOJILT,O,O,X,O,O,O,X,X,X,O
SZOJLTI,O,O,X,O,O,O,X,X,X,X
SZOJLIT,O,O,X,O,O,O,X,X,X,X
SOTILJZ,O,O,O,X,O,O,X,O,X,X
SOTILZJ,O,X,O,X,O,O,X,X,X,X
SOTIJLZ,O,X,O,X,O,O,X,O,X,X
SOTIJZL,X,X,O,X,O,O,X,O,X,X
SOTIZLJ,X,X,O,X,O,O,X,X,X,X
SOTIZJL,X,X,O,X,O,O,X,X,X,X
SOTLIJZ,O,O,O,O,O,O,X,O,X,X
SOTLIZJ,O,X,O,O,O,O,X,X,X,X
SOTLJIZ,O,O,O,O,O,O,X,O,X,X
SOTLJZI,O,O,X,O,O,O,X,O,X,X
SOTLZIJ,O,O,O,O,O,O,X,X,X,X
SOTLZJI,O,O,X,O,O,O,X,O,X,X
SOTJILZ,O,X,O,X,O,O,X,O,X,X
SOTJIZL,X,X,O,X,O,O,X,O,X,X
SOTJLIZ,O,O,O,O,O,O,X,O,X,X
SOTJLZI,O,O,X,O,O,O,X,O,X,X
SOTJZIL,O,X,X,O,O,O,X,O,X,X
SOTJZLI,O,X,X,O,O,O,X,O,X,X
SOTZILJ,O,O,O,O,O,O,X,X,X,X
SOTZIJL,O,O,O,O,O,O,X,X,X,X
SOTZLIJ,O,O,O,O,O,O,X,X,X,X
SOTZLJI,O,O,X,O,O,O,X,O,X,X
SOTZJIL,O,O,X,O,O,O,X,O,X,X
SOTZJLI,O,O,X,O,O,O,X,O,X,X
SOITLJZ,O,O,O,X,O,O,X,O,X,X
SOITLZJ,O,X,O,X,O,O,X,X,X,X
SOITJLZ,O,X,O,X,O,O,X,O,X,X
SOITJZL,X,X,O,X,O,O,X,O,X,X
SOITZLJ,X,X,O,X,O,O,X,X,X,X
SOITZJL,X,X,O,X,O,O,X,X,X,X
SOILTJZ,O,O,O,X,O,O,X,O,X,X
SOILTZJ,O,X,O,X,O,O,X,X,X,X
SOILJTZ,O,O,O,X,O,O,X,X,X,X
SOILJZT,O,O,X,X,X,O,X,X,X,X
SOILZTJ,O,O,X,X,O,O,X,X,X,X
SOILZJT,O,O,X,X,O,O,X,X,X,X
SOIJTLZ,O,X,O,X,O,O,X,X,X,X
SOIJTZL,X,X,O,X,O,O,X,X,X,X
SOIJLTZ,O,X,O,X,O,O,X,X,X,X
SOIJLZT,O,X,X,X,X,O,X,X,X,X
SOIJZTL,O,X,X,X,O,O,X,X,X,X
SOIJZLT,O,X,X,X,O,O,X,X,X,X
SOIZTLJ,O,O,X,X,O,O,X,X,X,X
SOIZTJL,O,O,X,X,O,O,X,X,X,X
SOIZLTJ,O,O,X,X,O,O,X,X,X,X
SOIZLJT,O,O,X,X,O,O,X,X,X,X
SOIZJTL,O,O,X,X,O,O,X,X,X,X
SOIZJLT,O,O,X,X,O,O,X,X,X,X
SOLTIJZ,O,O,O,O,O,O,X,O,X,X
SOLTIZJ,O,X,O,O,O,O,X,X,X,X
SOLTJIZ,O,O,O,O,O,O,X,O,X,X
SOLTJZI,O,O,X,O,O,O,X,O,X,X
SOLTZIJ,O,O,O,O,O,O,X,X,X,X
SOLTZJI,O,O,X,O,O,O,X,O,X,X
SOLITJZ,O,O,O,O,O,O,X,O,X,X
SOLITZJ,O,X,O,O,O,O,X,X,X,X
SOLIJTZ,O,O,O,X,O,O,X,X,X,X
SOLIJZT,O,O,X,O,X,O,X,X,X,X
SOLIZTJ,O,O,X,O,O,O,X,X,X,X
SOLIZJT,O,O,X,O,O,O,X,X,X,X
SOLJTIZ,O,O,X,O,O,O,X,O,X,X
SOLJTZI,O,O,X,O,O,O,X,O,X,X
SOLJITZ,O,O,X,X,O,O,X,X,X,X
SOLJIZT,O,O,X,O,X,O,X,X,X,X
SOLJZTI,O,O,X,O,X,O,X,X,X,X
SOLJZIT,O,O,X,O,X,O,X,X,X,X
SOLZTIJ,O,O,X,O,O,O,X,X,X,X
SOLZTJI,O,O,X,O,O,O,X,O,X,X
SOLZITJ,O,O,X,O,O,O,X,X,X,X
SOLZIJT,O,O,X,O,O,O,X,X,X,X
SOLZJTI,O,O,X,O,O,O,X,X,X,X
SOLZJIT,O,O,X,O,O,O,X,X,X,X
SOJTILZ,O,X,X,X,O,O,X,O,X,X
SOJTIZL,X,X,X,X,O,O,X,O,X,X
SOJTLIZ,O,O,X,X,O,O,X,O,X,X
SOJTLZI,O,O,X,X,O,O,X,O,X,X
SOJTZIL,O,X,X,X,O,O,X,O,X,X
SOJTZLI,O,X,X,X,O,O,X,O,X,X
SOJITLZ,O,X,X,X,O,O,X,X,X,X
SOJITZL,X,X,X,X,O,O,X,X,X,X
SOJILTZ,O,X,X,X,O,O,X,X,X,X
SOJILZT,O,X,X,X,X,O,X,X,X,X
SOJIZTL,O,X,X,X,O,O,X,X,X,X
SOJIZLT,O,X,X,X,O,O,X,X,X,X
SOJLTIZ,O,O,X,X,O,O,X,O,X,X
SOJLTZI,O,O,X,O,O,O,X,O,X,X
SOJLITZ,O,O,X,X,O,O,X,X,X,X
SOJLIZT,O,O,X,O,X,O,X,X,X,X
SOJLZTI,O,O,X,O,X,O,X,X,X,X
SOJLZIT,O,O,X,O,X,O,X,X,X,X
SOJZTIL,O,O,X,X,O,O,X,X,X,X
SOJZTLI,O,O,X,X,O,O,X,X,X,X
SOJZITL,O,O,X,X,O,O,X,X,X,X
SOJZILT,O,O,X,O,O,O,X,X,X,X
SOJZLTI,O,O,X,O,O,O,X,X,X,X
SOJZLIT,O,O,X,O,O,O,X,X,X,X
SOZTILJ,O,O,X,O,O,O,X,X,X,X
SOZTIJL,O,O,X,O,O,O,X,X,X,X
SOZTLIJ,O,O,X,O,O,O,X,X,X,X
SOZTLJI,O,O,X,O,O,O,X,O,X,X
SOZTJIL,O,O,X,O,O,O,X,O,X,X
SOZTJLI,O,O,X,O,O,O,X,O,X,X
SOZITLJ,O,O,X,O,O,O,X,X,X,X
SOZITJL,O,O,X,O,O,O,X,X,X,X
SOZILTJ,O,O,X,O,O,O,X,X,X,X
SOZILJT,O,O,X,O,O,O,X,X,X,X
SOZIJTL,O,O,X,X,O,O,X,X,X,X
SOZIJLT,O,O,X,O,O,O,X,X,X,X
SOZLTIJ,O,O,X,O,O,O,X,X,X,X
SOZLTJI,O,O,X,O,O,O,X,O,X,X
SOZLITJ,O,O,X,O,O,O,X,X,X,X
SOZLIJT,O,O,X,O,O,O,X,X,X,X
SOZLJTI,O,O,X,O,O,O,X,X,X,X
SOZLJIT,O,O,X,O,O,O,X,X,X,X
SOZJTIL,O,O,X,X,O,O,X,X,X,X
SOZJTLI,O,O,X,X,O,O,X,X,X,X
SOZJITL,O,O,X,X,O,O,X,X,X,X
SOZJILT,O,O,X,O,O,O,X,X,X,X
SOZJLTI,O,O,X,O,O,O,X,X,X,X
SOZJLIT,O,O,X,O,O,O,X,X,X,X
ZTILJSO,O,O,X,X,O,X,O,X,O,O
ZTILJOS,O,O,X,X,O,X,O,X,O,O
ZTILSJO,O,O,X,X,X,X,X,X,O,O
ZTILSOJ,O,O,X,X,X,X,X,X,O,O
ZTILOJS,O,O,X,X,O,X,O,X,O,X
ZTILOSJ,O,O,X,X,X,X,X,X,O,X
ZTIJLSO,O,O,X,X,X,X,O,X,O,O
ZTIJLOS,O,O,X,X,X,X,O,X,O,O
ZTIJSLO,O,O,O,X,X,X,O,X,O,O
ZTIJSOL,O,O,O,X,X,X,O,X,O,O
ZTIJOLS,O,O,X,X,X,X,O,X,O,O
ZTIJOSL,O,X,O,X,X,X,O,X,O,O
ZTISLJO,O,O,O,X,X,X,X,X,O,O
ZTISLOJ,O,O,O,X,X,X,X,X,O,O
ZTISJLO,O,O,O,X,X,X,O,X,O,O
ZTISJOL,O,O,O,X,X,X,O,X,O,O
ZTISOLJ,O,O,O,X,X,X,X,X,O,O
ZTISOJL,O,O,O,X,X,X,O,X,O,X
ZTIOLJS,O,O,X,X,O,X,O,X,O,X
ZTIOLSJ,O,O,X,X,X,X,X,X,O,X
ZTIOJLS,O,O,X,X,X,X,O,X,O,X
ZTIOJSL,O,X,O,X,X,X,O,X,O,X
ZTIOSLJ,O,O,O,X,X,X,X,X,O,X
ZTIOSJL,O,O,O,X,X,X,O,X,O,X
ZTLIJSO,O,O,X,X,O,X,O,X,O,X
ZTLIJOS,O,O,X,X,O,X,O,X,O,X
ZTLISJO,O,O,X,X,X,X,X,X,O,X
ZTLISOJ,O,O,X,X,X,X,X,X,O,X
ZTLIOJS,O,O,X,X,O,X,O,X,O,X
ZTLIOSJ,O,O,X,X,X,X,X,X,O,X
ZTLJISO,O,O,X,X,O,X,O,O,O,X
ZTLJIOS,O,O,X,X,O,X,O,O,O,X
ZTLJSIO,O,O,X,O,O,X,X,O,O,X
ZTLJSOI,O,O,X,O,O,X,X,O,X,X
ZTLJOIS,O,O,X,X,O,X,O,O,X,X
ZTLJOSI,O,O,X,O,O,X,X,O,X,X
ZTLSIJO,O,O,X,O,O,X,X,X,O,X
ZTLSIOJ,O,O,X,O,O,X,X,X,O,X
ZTLSJIO,O,O,X,O,O,X,X,O,O,X
ZTLSJOI,O,O,X,O,O,X,X,O,X,X
ZTLSOIJ,O,O,X,O,O,X,X,X,O,X
ZTLSOJI,O,O,X,O,O,X,X,O,X,X
ZTLOIJS,O,O,X,X,O,X,O,X,O,X
ZTLOISJ,O,O,X,X,O,X,X,X,O,X
ZTLOJIS,O,O,X,X,O,X,O,O,X,X
ZTLOJSI,O,O,X,O,O,X,X,O,X,X
ZTLOSIJ,O,O,X,O,O,X,X,X,O,X
ZTLOSJI,O,O,X,O,O,X,X,X,X,X
ZTJILSO,O,O,X,X,X,X,O,O,O,O
ZTJILOS,O,O,X,X,X,X,O,O,O,O
ZTJISLO,O,O,X,X,X,X,O,O,O,O
ZTJISOL,O,O,X,X,X,X,O,O,O,O
ZTJIOLS,O,O,X,X,X,X,O,O,O,O
ZTJIOSL,O,X,X,X,X,X,O,X,O,O
ZTJLISO,O,O,X,X,O,X,O,O,O,O
ZTJLIOS,O,O,X,X,O,X,O,O,O,O
ZTJLSIO,O,O,X,O,O,X,X,O,O,O
ZTJLSOI,O,O,X,O,O,X,X,O,X,X
ZTJLOIS,O,O,X,X,O,X,O,O,X,X
ZTJLOSI,O,O,X,O,O,X,X,O,X,X
ZTJSILO,O,O,X,O,X,X,O,O,O,O
ZTJSIOL,O,O,X,O,X,X,O,O,O,O
ZTJSLIO,O,O,X,O,X,X,X,O,O,O
ZTJSLOI,O,O,X,O,X,X,X,O,X,X
ZTJSOIL,O,O,X,O,X,X,O,O,X,O
ZTJSOLI,O,O,X,O,X,X,X,O,X,X
ZTJOILS,O,O,X,X,X,X,O,O,X,O
ZTJOISL,O,X,X,X,X,X,O,X,X,O
ZTJOLIS,O,O,X,X,O,X,O,O,X,X
ZTJOLSI,O,O,X,X,O,X,X,O,X,X
ZTJOSIL,O,X,X,X,X,X,O,X,X,O
ZTJOSLI,O,X,X,X,X,X,X,X,X,X
ZTSILJO,O,O,O,O,O,X,X,X,O,O
ZTSILOJ,O,O,O,O,O,X,X,X,O,O
ZTSIJLO,O,O,O,O,O,X,O,X,O,O
ZTSIJOL,O,O,O,O,X,X,O,X,O,O
ZTSIOLJ,O,O,O,O,O,X,X,X,O,O
ZTSIOJL,O,O,O,O,O,X,O,X,O,X
ZTSLIJO,O,O,O,O,O,X,X,X,O,O
ZTSLIOJ,O,O,O,O,O,X,X,X,O,O
ZTSLJIO,O,O,X,O,O,X,X,O,O,X
ZTSLJOI,O,O,X,O,O,X,X,O,X,X
ZTSLOIJ,O,O,O,O,O,X,X,X,O,X
ZTSLOJI,O,O,X,O,O,X,X,O,X,X
ZTSJILO,O,O,X,O,O,X,O,O,O,O
ZTSJIOL,O,O,X,O,X,X,O,O,O,O
ZTSJLIO,O,O,X,O,O,X,X,O,O,O
ZTSJLOI,O,O,X,O,O,X,X,O,X,X
ZTSJOIL,O,O,X,O,O,X,O,O,X,O
ZTSJOLI,O,O,X,O,O,X,X,O,X,X
ZTSOILJ,O,O,O,O,O,X,X,X,O,O
ZTSOIJL,O,O,O,O,O,X,O,X,O,X
ZTSOLIJ,O,O,O,O,O,X,X,X,O,X
ZTSOLJI,O,O,X,O,O,X,X,O,X,X
ZTSOJIL,O,O,X,O,O,X,O,O,X,X
ZTSOJLI,O,O,X,O,O,X,X,O,X,X
ZTOILJS,O,O,X,X,O,X,O,X,O,X
ZTOILSJ,O,O,X,X,O,X,X,X,O,X
ZTOIJLS,O,O,X,X,X,X,O,X,O,X
ZTOIJSL,O,X,O,X,X,X,O,X,O,X
ZTOISLJ,O,O,O,X,O,X,X,X,O,X
ZTOISJL,O,O,O,X,O,X,O,X,O,X
ZTOLIJS,O,O,X,X,O,X,O,X,O,X
ZTOLISJ,O,O,X,X,O,X,X,X,O,X
ZTOLJIS,O,O,X,X,O,X,O,O,X,X
ZTOLJSI,O,O,X,X,O,X,X,O,X,X
ZTOLSIJ,O,O,X,X,O,X,X,X,O,X
ZTOLSJI,O,O,X,X,O,X,X,X,X,X
ZTOJILS,O,O,X,X,X,X,O,O,X,X
ZTOJISL,O,X,X,X,X,X,O,X,X,X
ZTOJLIS,O,O,X,X,O,X,O,O,X,X
ZTOJLSI,O,O,X,X,O,X,X,O,X,X
ZTOJSIL,O,X,X,X,X,X,O,X,X,X
ZTOJSLI,O,X,X,X,X,X,X,X,X,X
ZTOSILJ,O,O,O,X,O,X,X,X,O,X
ZTOSIJL,O,O,O,X,O,X,O,X,O,X
ZTOSLIJ,O,O,O,X,O,X,X,X,O,X
ZTOSLJI,O,O,X,X,O,X,X,X,X,X
ZTOSJIL,O,O,X,X,O,X,O,X,X,X
ZTOSJLI,O,O,X,X,O,X,X,X,X,X
ZITLJSO,O,O,X,X,O,X,O,X,O,O
ZITLJOS,O,O,X,X,O,X,O,X,O,O
ZITLSJO,O,O,X,X,X,X,X,X,O,O
ZITLSOJ,O,O,X,X,X,X,X,X,O,O
ZITLOJS,O,O,X,X,O,X,O,X,O,X
ZITLOSJ,O,O,X,X,X,X,X,X,O,X
ZITJLSO,O,O,X,X,X,X,O,X,O,O
ZITJLOS,O,O,X,X,X,X,O,X,O,O
ZITJSLO,O,O,O,X,X,X,O,X,O,O
ZITJSOL,O,O,O,X,X,X,O,X,O,O
ZITJOLS,O,O,X,X,X,X,O,X,O,O
ZITJOSL,O,X,O,X,X,X,O,X,O,O
ZITSLJO,O,O,O,X,X,X,X,X,O,O
ZITSLOJ,O,O,O,X,X,X,X,X,O,O
ZITSJLO,O,O,O,X,X,X,O,X,O,O
ZITSJOL,O,O,O,X,X,X,O,X,O,O
ZITSOLJ,O,O,O,X,X,X,X,X,O,O
ZITSOJL,O,O,O,X,X,X,O,X,O,X
ZITOLJS,O,O,X,X,O,X,O,X,O,X
ZITOLSJ,O,O,X,X,X,X,X,X,O,X
ZITOJLS,O,O,X,X,X,X,O,X,O,X
ZITOJSL,O,X,O,X,X,X,O,X,O,X
ZITOSLJ,O,O,O,X,X,X,X,X,O,X
ZITOSJL,O,O,O,X,X,X,O,X,O,X
ZILTJSO,O,O,X,X,O,X,O,X,O,O
ZILTJOS,O,O,X,X,O,X,O,X,O,O
ZILTSJO,O,O,X,X,X,X,X,X,O,O
ZILTSOJ,O,O,X,X,X,X,X,X,O,O
ZILTOJS,O,O,X,X,O,X,O,X,O,X
ZILTOSJ,O,O,X,X,X,X,X,X,O,X
ZILJTSO,O,O,X,X,O,X,O,X,O,O
ZILJTOS,O,O,X,X,O,X,O,X,O,O
ZILJSTO,O,O,X,X,O,X,X,X,O,O
ZILJSOT,O,O,X,X,O,X,X,X,X,O
ZILJOTS,O,O,X,X,O,X,X,X,X,O
ZILJOST,O,O,X,X,O,X,X,X,X,O
ZILSTJO,O,O,X,X,O,X,X,X,O,O
ZILSTOJ,O,O,X,X,O,X,X,X,O,O
ZILSJTO,O,O,X,X,O,X,X,X,O,O
ZILSJOT,O,O,X,X,O,X,X,X,X,O
ZILSOTJ,O,O,X,X,O,X,X,X,X,O
ZILSOJT,O,O,X,X,O,X,X,X,X,O
ZILOTJS,O,O,X,X,O,X,X,X,X,X
ZILOTSJ,O,O,X,X,O,X,X,X,X,X
ZILOJTS,O,O,X,X,O,X,X,X,X,O
ZILOJST,O,O,X,X,O,X,X,X,X,O
ZILOSTJ,O,O,X,X,O,X,X,X,X,O
ZILOSJT,O,O,X,X,O,X,X,X,X,O
ZIJTLSO,O,O,X,X,X,X,O,X,O,O
ZIJTLOS,O,O,X,X,X,X,O,X,O,O
ZIJTSLO,O,O,O,X,X,X,O,X,O,O
ZIJTSOL,O,O,O,X,X,X,O,X,O,O
ZIJTOLS,O,O,X,X,X,X,O,X,O,O
ZIJTOSL,O,X,O,X,X,X,O,X,O,O
ZIJLTSO,O,O,X,X,X,X,O,X,O,O
ZIJLTOS,O,O,X,X,X,X,O,X,O,O
ZIJLSTO,O,O,X,X,X,X,X,X,O,O
ZIJLSOT,O,O,X,X,X,X,X,X,X,O
ZIJLOTS,O,O,X,X,X,X,X,X,X,O
ZIJLOST,O,O,X,X,X,X,X,X,X,O
ZIJSTLO,O,O,O,X,X,X,O,X,O,O
ZIJSTOL,O,O,O,X,X,X,O,X,O,O
ZIJSLTO,O,O,O,X,X,X,X,X,O,O
ZIJSLOT,O,O,X,X,X,X,X,X,X,O
ZIJSOTL,O,O,X,X,X,X,X,X,O,O
ZIJSOLT,O,O,X,X,X,X,X,X,X,O
ZIJOTLS,O,O,X,X,X,X,O,X,O,O
ZIJOTSL,O,X,X,X,X,X,O,X,O,O
ZIJOLTS,O,O,X,X,X,X,X,X,X,O
ZIJOLST,O,O,X,X,X,X,X,X,X,O
ZIJOSTL,O,X,X,X,X,X,X,X,O,O
ZIJOSLT,O,X,X,X,X,X,X,X,X,O
ZISTLJO,O,O,O,X,O,X,X,X,O,O
ZISTLOJ,O,O,O,X,O,X,X,X,O,O
ZISTJLO,O,O,O,X,O,X,O,X,O,O
ZISTJOL,O,O,O,X,X,X,O,X,O,O
ZISTOLJ,O,O,O,X,O,X,X,X,O,O
ZISTOJL,O,O,O,X,O,X,O,X,O,X
ZISLTJO,O,O,O,X,O,X,X,X,O,O
ZISLTOJ,O,O,O,X,O,X,X,X,O,O
ZISLJTO,O,O,O,X,O,X,X,X,O,O
ZISLJOT,O,O,X,X,O,X,X,X,X,O
ZISLOTJ,O,O,X,X,O,X,X,X,X,O
ZISLOJT,O,O,X,X,O,X,X,X,X,O
ZISJTLO,O,O,O,X,O,X,O,X,O,O
ZISJTOL,O,O,O,X,X,X,O,X,O,O
ZISJLTO,O,O,O,X,O,X,X,X,O,O
ZISJLOT,O,O,X,X,O,X,X,X,X,O
ZISJOTL,O,O,X,X,X,X,X,X,O,O
ZISJOLT,O,O,X,X,X,X,X,X,X,O
ZISOTLJ,O,O,X,X,O,X,X,X,O,O
ZISOTJL,O,O,X,X,O,X,X,X,O,X
ZISOLTJ,O,O,X,X,O,X,X,X,X,O
ZISOLJT,O,O,X,X,O,X,X,X,X,O
ZISOJTL,O,O,X,X,O,X,X,X,O,O
ZISOJLT,O,O,X,X,O,X,X,X,X,O
ZIOTLJS,O,O,X,X,O,X,O,X,O,X
ZIOTLSJ,O,O,X,X,O,X,X,X,O,X
ZIOTJLS,O,O,X,X,X,X,O,X,O,X
ZIOTJSL,O,X,X,X,X,X,O,X,O,X
ZIOTSLJ,O,O,X,X,O,X,X,X,O,X
ZIOTSJL,O,O,X,X,O,X,O,X,O,X
ZIOLTJS,O,O,X,X,O,X,X,X,X,X
ZIOLTSJ,O,O,X,X,O,X,X,X,X,X
ZIOLJTS,O,O,X,X,O,X,X,X,X,O
ZIOLJST,O,O,X,X,O,X,X,X,X,O
