sequence,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjB6mBO?nBzlBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhF3dBcjB6lBO?mBzmBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjBOnBC?mBtsBTrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBSjBThBN?nBWrB8sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFxcBTeBXmBm?nB0mB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTeBxhBXmBm?nB0mB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFicB+iBTeB3?hB8sBRwB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTcBKiBcjBX?mBRsBusB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je39IvhFcjBxgBanBG?mBtsBzqB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je39IvhFcjBxgBulBi?mBtsBzrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTcBxdBenBC?jBXmB8sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFyhBTeB0mBm?nB5nBXrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JecDJvhFxgBXiBzlBt?sBGrBisB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjBzlBC?nBmmBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhF0hBxiBOoBz?lB9sBCsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhF9hBKiBcjBz?lBRsBusB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFthBTeB8lBm?nBxrB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFKhBzcBGeB3?iB8sBRwB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhFGeBXhBdoBz?mB0lB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeT+IvhF6lBxhBUhBm?nB3mB9sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhFTeB0gBmhBf?oBSrB9sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFCdBTeBxmB8?sBerBXsB
STLIZOJ,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STLIOJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STLJOIZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STLZIJO,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLZIOJ,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZJOI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STLZOIJ,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STLZOJI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STLOIJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLOJIZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STLOZIJ,O,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STLOZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STJILZO,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STJILOZ,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STJIZLO,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
STJIZOL,O,O,O,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X
STJIOLZ,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIOZL,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZILO,O,O,O,O,O,X,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X
STJZIOL,O,O,O,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X
STJZLIO,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
STJZLOI,O,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
STJZOIL,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STJZOLI,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
STJOILZ,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STJOIZL,O,X,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X
STJOLIZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STJOLZI,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STJOZIL,O,X,O,O,O,O,X,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
STJOZLI,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X
STZILJO,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O
STZILOJ,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
STZIJLO,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O
STZIJOL,O,O,O,O,X,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
STZIOLJ,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O
STZIOJL,O,O,O,X,X,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
STZLIJO,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZLIOJ,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STZLJOI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STZLOIJ,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STZLOJI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STZJILO,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZJIOL,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X
STZJLIO,O,O,O,O,O,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
STZJLOI,O,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
STZJOIL,O,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STZJOLI,O,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X
STZOILJ,O,O,O,O,X,X,X,O,O,O,X,X,O,O,O,O,X,X,X,X,X,O
STZOIJL,O,O,O,X,X,O,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,O
STZOLIJ,O,O,O,O,X,X,X,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X
STZOLJI,O,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
STZOJIL,O,O,O,O,O,O,O,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
STZOJLI,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X
STOILJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STOILZJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
STOIJLZ,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
STOIJZL,O,X,X,X,O,O,X,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
STOIZLJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
STOIZJL,O,X,X,X,X,O,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
STOLIJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STOLIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X
STOLJIZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STOLJZI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
STOLZIJ,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,X,X,X
STOLZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X
STOJILZ,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
STOJIZL,O,O,X,X,O,O,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X
STOJLIZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STOJLZI,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STOJZIL,O,O,O,O,O,O,X,O,X,X,O,O,O,X,O,O,O,X,O,X,X,X
STOJZLI,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X
STOZILJ,O,O,O,O,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,X,X,O
STOZIJL,O,O,O,X,X,O,O,O,X,X,O,X,O,X,O,O,O,X,O,X,X,O
STOZLIJ,O,O,O,O,X,X,X,O,X,X,X,X,O,O,O,O,X,X,O,X,X,X
STOZLJI,O,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X
STOZJIL,O,O,O,O,O,O,O,O,X,X,O,X,O,X,O,O,O,X,O,X,X,X
STOZJLI,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X
SITLJZO,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SITLJOZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SITLZJO,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SITLZOJ,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SITLOJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SITLOZJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SITJLZO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SITJLOZ,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SITJZLO,O,X,O,O,O,X,O,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X
SITJZOL,O,X,O,O,O,O,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X
SITJOLZ,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJOZL,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SITZLJO,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X
SITZLOJ,O,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SITZJLO,O,X,O,O,X,X,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X
SITZJOL,O,X,O,O,X,O,O,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X
SITZOLJ,O,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SITZOJL,O,X,O,X,X,O,O,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X
SITOLJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SITOJLZ,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,X,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SITOZLJ,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SITOZJL,O,X,X,X,X,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SILTJZO,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJZTO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILJOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILZTJO,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILZOTJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILZOJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILOTJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILOTZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILOJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOJZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILOZTJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILOZJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJTLZO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJTLOZ,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIJTZLO,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X
SIJTZOL,X,X,X,O,O,O,O,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X
SIJTOLZ,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIJLTZO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLZTO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X
SIJZTOL,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X
SIJZLTO,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SIJZLOT,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIJZOTL,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SIJZOLT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOTLZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZTLJO,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X
SIZTLOJ,O,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SIZTJLO,O,X,O,O,X,X,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X
SIZTJOL,O,X,O,O,X,X,O,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X
SIZTOLJ,O,X,O,O,X,X,O,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X
SIZTOJL,O,X,O,X,X,X,O,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X
SIZLTJO,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X
SIZLTOJ,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIZLJTO,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X
SIZLJOT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIZLOTJ,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIZLOJT,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
SIZJTLO,O,X,O,O,X,X,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X
SIZJTOL,O,X,O,O,X,X,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X
SIZJLTO,O,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
SIZJLOT,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZJOTL,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X
SIZJOLT,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
SIZOTLJ,O,X,O,X,X,X,O,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X
SIZOTJL,O,X,O,X,X,X,O,O,O,O,X,X,O,X,X,O,O,O,X,X,X,X
SIZOLTJ,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
SIZOJTL,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
SIZOJLT,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
SIOTLJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOTLZJ,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOTJZL,O,X,X,X,O,O,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
SIOTZJL,O,X,X,X,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
SIOLTJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOLZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
SIOLZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SIOJTLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOJTZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SIOJLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
SIOJZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOZTLJ,O,X,X,X,X,X,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
SIOZTJL,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X
SIOZLTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
SIOZLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
SIOZJTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
SIOZJLT,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
SLTIJZO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZJO,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJZIO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SLTJOIZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SLTZIJO,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZJIO,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTZJOI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SLTZOIJ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZOJI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SLTOIJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTOJZI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SLTOZIJ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLTOZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SLITJZO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITZJO,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLITZOJ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLITOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITOZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJTZO,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJZTO,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
