sequence,v115@JhA8HeB8FeA8AeD8AeD8Jex/IvhF8lBzhBCjBOpBXo?BlrB,v115@JhA8HeB8FeA8AeD8AeD8JeZEJvhFCgBXhBTjBFnB0n?BGrB,v115@JhA8HeB8FeA8AeD8AeD8JeZEJvhFCgB8lBzhBWoBXo?BlrB,v115@JhA8HeB8FeA8AeD8AeD8Jex/IvhFlhB3iBcoBOpBzl?BCsB,v115@JhA8HeB8FeA8AeD8AeD8JeZEJvhFCgB3iBcoBzlBWs?BlrB
OISZLJT,X,X,X,X,X
OISZJTL,X,X,X,X,X
OISZJLT,X,X,X,X,X
OIZTLJS,X,X,X,X,X
OIZTLSJ,X,X,X,X,X
OIZTJLS,X,X,X,X,X
OIZTJSL,X,X,X,X,X
OIZTSLJ,X,X,X,X,X
OIZTSJL,X,X,X,O,X
OIZLTJS,X,X,X,X,X
OIZLTSJ,X,X,X,O,X
OIZLJTS,X,X,X,X,X
OIZLJST,X,X,X,X,O
OIZLSTJ,X,X,X,O,X
OIZLSJT,X,X,X,X,O
OIZJTLS,X,X,X,X,X
OIZJTSL,X,X,X,X,X
OIZJLTS,X,X,X,X,X
OIZJLST,X,X,X,X,O
OIZJSTL,X,X,X,X,X
OIZJSLT,X,X,X,X,O
OIZSTLJ,X,X,X,X,X
OIZSTJL,X,X,X,O,X
OIZSLTJ,X,X,X,O,X
OIZSLJT,X,X,X,X,O
OIZSJTL,X,X,X,X,X
OIZSJLT,X,X,X,X,O
OLTIJSZ,X,X,X,X,X
OLTIJZS,X,X,X,X,X
OLTISJZ,X,X,X,X,X
OLTISZJ,X,O,X,X,X
OLTIZJS,X,X,X,X,X
OLTIZSJ,X,X,X,O,X
OLTJISZ,X,X,X,X,X
OLTJIZS,X,X,X,O,X
OLTJSIZ,X,X,X,X,X
OLTJSZI,X,X,X,X,X
OLTJZIS,X,X,X,O,X
OLTJZSI,X,X,X,O,X
OLTSIJZ,X,X,X,X,X
OLTSIZJ,X,O,X,X,X
OLTSJIZ,X,X,X,X,X
OLTSJZI,X,X,X,X,X
OLTSZIJ,X,X,X,X,X
OLTSZJI,X,X,X,X,X
OLTZIJS,X,X,X,X,X
OLTZISJ,X,X,X,O,X
OLTZJIS,X,X,X,O,X
OLTZJSI,X,X,X,O,X
OLTZSIJ,X,X,X,O,X
OLTZSJI,X,X,X,O,X
OLITJSZ,X,X,X,X,X
OLITJZS,X,X,X,X,X
OLITSJZ,X,X,X,X,X
OLITSZJ,X,O,X,X,X
OLITZJS,X,X,X,X,X
OLITZSJ,X,X,X,O,X
OLIJTSZ,X,O,X,X,X
OLIJTZS,X,X,X,X,X
OLIJSTZ,X,O,X,X,X
OLIJSZT,X,X,X,X,X
OLIJZTS,X,X,X,X,X
OLIJZST,X,X,X,X,O
OLISTJZ,X,X,X,X,X
OLISTZJ,X,X,X,X,X
OLISJTZ,X,X,X,X,X
OLISJZT,X,X,X,X,X
OLISZTJ,X,X,X,X,X
OLISZJT,X,X,X,X,X
OLIZTJS,X,X,X,X,X
OLIZTSJ,X,X,X,O,X
OLIZJTS,X,X,X,X,X
OLIZJST,X,X,X,X,O
OLIZSTJ,X,X,X,O,X
OLIZSJT,X,X,X,X,O
OLJTISZ,X,O,X,X,X
OLJTIZS,X,X,X,O,X
OLJTSIZ,X,O,X,X,X
OLJTSZI,X,X,X,X,X
OLJTZIS,X,X,X,O,X
OLJTZSI,X,X,X,O,X
OLJITSZ,X,O,X,X,X
OLJITZS,X,X,X,O,X
OLJISTZ,X,O,X,X,X
OLJISZT,X,X,X,X,X
OLJIZTS,X,X,X,O,X
OLJIZST,X,X,X,O,O
OLJSTIZ,X,O,X,X,X
OLJSTZI,X,X,X,X,X
OLJSITZ,X,O,X,X,X
OLJSIZT,X,X,X,X,X
OLJSZTI,X,X,X,X,X
OLJSZIT,X,X,X,X,X
OLJZTIS,X,X,X,O,X
OLJZTSI,X,X,X,O,X
OLJZITS,X,X,X,O,X
OLJZIST,X,X,X,O,O
OLJZSTI,X,X,X,O,X
OLJZSIT,X,X,X,O,O
OLSTIJZ,X,X,X,X,X
OLSTIZJ,X,X,X,X,X
OLSTJIZ,X,X,X,X,X
OLSTJZI,X,X,X,X,X
OLSTZIJ,X,X,X,X,X
OLSTZJI,X,X,X,X,X
OLSITJZ,X,X,X,X,X
OLSITZJ,X,X,X,X,X
OLSIJTZ,X,X,X,X,X
OLSIJZT,X,X,X,X,X
OLSIZTJ,X,X,X,X,X
OLSIZJT,X,X,X,X,X
OLSJTIZ,X,X,X,X,X
OLSJTZI,X,X,X,X,X
OLSJITZ,X,X,X,X,X
OLSJIZT,X,X,X,X,X
OLSJZTI,X,X,X,X,X
OLSJZIT,X,X,X,X,X
OLSZTIJ,X,X,X,X,X
OLSZTJI,X,X,X,X,X
OLSZITJ,X,X,X,X,X
OLSZIJT,X,X,X,X,X
OLSZJTI,X,X,X,X,X
OLSZJIT,X,X,X,X,X
OLZTIJS,X,X,X,X,X
OLZTISJ,X,X,X,O,X
OLZTJIS,X,X,X,O,X
OLZTJSI,X,X,X,O,X
OLZTSIJ,X,X,X,O,X
OLZTSJI,X,X,X,O,X
OLZITJS,X,X,X,X,X
OLZITSJ,X,X,X,O,X
OLZIJTS,X,X,X,X,X
OLZIJST,X,X,X,X,O
OLZISTJ,X,X,X,O,X
OLZISJT,X,X,X,X,O
OLZJTIS,X,X,X,O,X
OLZJTSI,X,X,X,O,X
OLZJITS,X,X,X,O,X
OLZJIST,X,X,X,O,O
OLZJSTI,X,X,X,O,X
OLZJSIT,X,X,X,O,O
OLZSTIJ,X,X,X,O,X
OLZSTJI,X,X,X,O,X
OLZSITJ,X,X,X,O,X
OLZSIJT,X,X,X,X,O
OLZSJTI,X,X,X,O,X
OLZSJIT,X,X,X,O,O
OJTILSZ,X,O,X,X,X
OJTILZS,X,X,X,O,X
OJTISLZ,X,O,X,X,X
OJTISZL,X,X,X,X,X
OJTIZLS,X,X,X,X,X
OJTIZSL,X,X,X,O,X
OJTLISZ,X,O,X,X,X
OJTLIZS,X,X,X,O,X
OJTLSIZ,X,O,X,X,X
OJTLSZI,X,X,X,X,X
OJTLZIS,X,X,X,O,X
OJTLZSI,X,X,X,O,X
OJTSILZ,X,O,X,X,X
OJTSIZL,X,X,X,X,X
OJTSLIZ,X,O,X,X,X
OJTSLZI,X,X,X,X,X
OJTSZIL,X,X,X,X,X
OJTSZLI,X,X,X,X,X
OJTZILS,X,X,X,X,X
OJTZISL,X,X,X,O,X
OJTZLIS,X,X,X,X,X
OJTZLSI,X,X,X,X,X
OJTZSIL,X,X,X,O,X
OJTZSLI,X,X,X,X,X
OJITLSZ,X,O,X,X,X
OJITLZS,X,X,X,O,X
OJITSLZ,X,O,X,X,X
OJITSZL,X,X,X,X,X
OJITZLS,X,X,X,X,X
OJITZSL,X,X,X,O,X
OJILTSZ,X,O,X,X,X
OJILTZS,X,X,X,O,X
OJILSTZ,X,O,X,X,X
OJILSZT,X,X,X,X,X
OJILZTS,X,X,X,O,X
OJILZST,X,X,X,O,O
OJISTLZ,X,O,X,X,X
OJISTZL,X,X,X,X,X
OJISLTZ,X,O,X,X,X
OJISLZT,X,X,X,X,X
OJISZTL,X,X,X,X,X
OJISZLT,X,X,X,X,X
OJIZTLS,X,X,X,X,X
OJIZTSL,X,X,X,O,X
OJIZLTS,X,X,X,O,X
OJIZLST,X,X,X,O,O
OJIZSTL,X,X,X,O,X
OJIZSLT,X,X,X,O,O
OJLTISZ,X,O,X,X,X
OJLTIZS,X,X,X,O,X
OJLTSIZ,X,O,X,X,X
OJLTSZI,X,X,X,X,X
OJLTZIS,X,X,X,O,X
OJLTZSI,X,X,X,O,X
OJLITSZ,X,O,X,X,X
OJLITZS,X,X,X,O,X
OJLISTZ,X,O,X,X,X
OJLISZT,X,X,X,X,X
OJLIZTS,X,X,X,O,X
OJLIZST,X,X,X,O,O
OJLSTIZ,X,O,X,X,X
OJLSTZI,X,X,X,X,X
OJLSITZ,X,O,X,X,X
OJLSIZT,X,X,X,X,X
OJLSZTI,X,X,X,X,X
OJLSZIT,X,X,X,X,X
OJLZTIS,X,X,X,O,X
OJLZTSI,X,X,X,O,X
OJLZITS,X,X,X,O,X
OJLZIST,X,X,X,O,O
OJLZSTI,X,X,X,O,X
OJLZSIT,X,X,X,O,O
OJSTILZ,X,O,X,X,X
OJSTIZL,X,X,X,X,X
OJSTLIZ,X,O,X,X,X
OJSTLZI,X,X,X,X,X
OJSTZIL,X,X,X,X,X
OJSTZLI,X,X,X,X,X
OJSITLZ,X,O,X,X,X
OJSITZL,X,X,X,X,X
OJSILTZ,X,O,X,X,X
OJSILZT,X,X,X,X,X
OJSIZTL,X,X,X,X,X
OJSIZLT,X,X,X,X,X
OJSLTIZ,X,O,X,X,X
OJSLTZI,X,X,X,X,X
OJSLITZ,X,O,X,X,X
OJSLIZT,X,X,X,X,X
OJSLZTI,X,X,X,X,X
OJSLZIT,X,X,X,X,X
OJSZTIL,X,X,X,X,X
OJSZTLI,X,X,X,X,X
OJSZITL,X,X,X,X,X
OJSZILT,X,X,X,X,X
OJSZLTI,X,X,X,X,X
OJSZLIT,X,X,X,X,X
OJZTILS,X,X,X,X,X
OJZTISL,X,X,X,O,X
OJZTLIS,X,X,X,X,X
OJZTLSI,X,X,X,X,X
OJZTSIL,X,X,X,O,X
OJZTSLI,X,X,X,X,X
OJZITLS,X,X,X,X,X
OJZITSL,X,X,X,O,X
OJZILTS,X,X,X,O,X
OJZILST,X,X,X,O,O
OJZISTL,X,X,X,O,X
OJZISLT,X,X,X,O,O
OJZLTIS,X,X,X,O,X
OJZLTSI,X,X,X,O,X
OJZLITS,X,X,X,O,X
OJZLIST,X,X,X,O,O
OJZLSTI,X,X,X,O,X
OJZLSIT,X,X,X,O,O
OJZSTIL,X,X,X,O,X
OJZSTLI,X,X,X,X,X
OJZSITL,X,X,X,O,X
OJZSILT,X,X,X,O,O
OJZSLTI,X,X,X,O,X
OJZSLIT,X,X,X,O,O
OSTILJZ,X,X,X,X,X
OSTILZJ,X,X,X,X,X
OSTIJLZ,X,X,X,X,X
OSTIJZL,X,X,X,X,X
OSTIZLJ,X,X,X,X,X
OSTIZJL,X,X,X,X,X
OSTLIJZ,X,X,X,X,X
OSTLIZJ,X,X,X,X,X
OSTLJIZ,X,X,X,X,X
OSTLJZI,X,X,X,X,X
OSTLZIJ,X,X,X,X,X
OSTLZJI,X,X,X,X,X
OSTJILZ,X,X,X,X,X
OSTJIZL,X,X,X,X,X
OSTJLIZ,X,X,X,X,X
OSTJLZI,X,X,X,X,X
OSTJZIL,X,X,X,X,X
OSTJZLI,X,X,X,X,X
OSTZILJ,X,X,X,X,X
OSTZIJL,X,X,X,X,X
OSTZLIJ,X,X,X,X,X
OSTZLJI,X,X,X,X,X
OSTZJIL,X,X,X,X,X
OSTZJLI,X,X,X,X,X
OSITLJZ,X,X,X,X,X
OSITLZJ,X,X,X,X,X
OSITJLZ,X,X,X,X,X
OSITJZL,X,X,X,X,X
OSITZLJ,X,X,X,X,X
OSITZJL,X,X,X,X,X
OSILTJZ,X,X,X,X,X
OSILTZJ,X,X,X,X,X
OSILJTZ,X,X,X,X,X
OSILJZT,X,X,X,X,X
OSILZTJ,X,X,X,X,X
OSILZJT,X,X,X,X,X
OSIJTLZ,X,X,X,X,X
OSIJTZL,X,X,X,X,X
OSIJLTZ,X,X,X,X,X
OSIJLZT,X,X,X,X,X
OSIJZTL,X,X,X,X,X
OSIJZLT,X,X,X,X,X
OSIZTLJ,X,X,X,X,X
OSIZTJL,X,X,X,X,X
OSIZLTJ,X,X,X,X,X
OSIZLJT,X,X,X,X,X
OSIZJTL,X,X,X,X,X
OSIZJLT,X,X,X,X,X
OSLTIJZ,X,X,X,X,X
OSLTIZJ,X,X,X,X,X
OSLTJIZ,X,X,X,X,X
OSLTJZI,X,X,X,X,X
OSLTZIJ,X,X,X,X,X
OSLTZJI,X,X,X,X,X
OSLITJZ,X,X,X,X,X
OSLITZJ,X,X,X,X,X
OSLIJTZ,X,X,X,X,X
OSLIJZT,X,X,X,X,X
OSLIZTJ,X,X,X,X,X
OSLIZJT,X,X,X,X,X
OSLJTIZ,X,X,X,X,X
OSLJTZI,X,X,X,X,X
OSLJITZ,X,X,X,X,X
OSLJIZT,X,X,X,X,X
OSLJZTI,X,X,X,X,X
OSLJZIT,X,X,X,X,X
OSLZTIJ,X,X,X,X,X
OSLZTJI,X,X,X,X,X
OSLZITJ,X,X,X,X,X
OSLZIJT,X,X,X,X,X
OSLZJTI,X,X,X,X,X
OSLZJIT,X,X,X,X,X
OSJTILZ,X,X,X,X,X
OSJTIZL,X,X,X,X,X
OSJTLIZ,X,X,X,X,X
OSJTLZI,X,X,X,X,X
OSJTZIL,X,X,X,X,X
OSJTZLI,X,X,X,X,X
OSJITLZ,X,X,X,X,X
OSJITZL,X,X,X,X,X
OSJILTZ,X,X,X,X,X
OSJILZT,X,X,X,X,X
OSJIZTL,X,X,X,X,X
OSJIZLT,X,X,X,X,X
OSJLTIZ,X,X,X,X,X
OSJLTZI,X,X,X,X,X
OSJLITZ,X,X,X,X,X
OSJLIZT,X,X,X,X,X
OSJLZTI,X,X,X,X,X
OSJLZIT,X,X,X,X,X
OSJZTIL,X,X,X,X,X
OSJZTLI,X,X,X,X,X
OSJZITL,X,X,X,X,X
OSJZILT,X,X,X,X,X
OSJZLTI,X,X,X,X,X
OSJZLIT,X,X,X,X,X
OSZTILJ,X,X,X,X,X
OSZTIJL,X,X,X,X,X
OSZTLIJ,X,X,X,X,X
OSZTLJI,X,X,X,X,X
OSZTJIL,X,X,X,X,X
OSZTJLI,X,X,X,X,X
OSZITLJ,X,X,X,X,X
OSZITJL,X,X,X,X,X
OSZILTJ,X,X,X,X,X
OSZILJT,X,X,X,X,X
OSZIJTL,X,X,X,X,X
OSZIJLT,X,X,X,X,X
OSZLTIJ,X,X,X,X,X
OSZLTJI,X,X,X,X,X
OSZLITJ,X,X,X,X,X
OSZLIJT,X,X,X,X,X
OSZLJTI,X,X,X,X,X
OSZLJIT,X,X,X,X,X
OSZJTIL,X,X,X,X,X
OSZJTLI,X,X,X,X,X
OSZJITL,X,X,X,X,X
OSZJILT,X,X,X,X,X
OSZJLTI,X,X,X,X,X
OSZJLIT,X,X,X,X,X
OZTILJS,X,X,X,X,X
OZTILSJ,X,X,X,X,X
OZTIJLS,X,X,X,X,X
OZTIJSL,X,X,X,X,X
OZTISLJ,X,X,X,X,X
OZTISJL,X,X,X,O,X
OZTLIJS,X,X,X,X,X
OZTLISJ,X,X,X,X,X
OZTLJIS,X,X,X,X,X
OZTLJSI,X,X,X,X,X
OZTLSIJ,X,X,X,X,X
OZTLSJI,X,X,X,X,X
OZTJILS,X,X,X,X,X
OZTJISL,X,X,X,O,X
OZTJLIS,X,X,X,X,X
OZTJLSI,X,X,X,X,X
OZTJSIL,X,X,X,O,X
OZTJSLI,X,X,X,X,X
OZTSILJ,X,X,X,X,X
OZTSIJL,X,X,X,O,X
OZTSLIJ,X,X,X,X,X
OZTSLJI,X,X,X,X,X
OZTSJIL,X,X,X,O,X
OZTSJLI,X,X,X,X,X
OZITLJS,X,X,X,X,X
OZITLSJ,X,X,X,X,X
OZITJLS,X,X,X,X,X
OZITJSL,X,X,X,X,X
OZITSLJ,X,X,X,X,X
OZITSJL,X,X,X,O,X
OZILTJS,X,X,X,X,X
OZILTSJ,X,X,X,O,X
OZILJTS,X,X,X,X,X
OZILJST,X,X,X,X,O
OZILSTJ,X,X,X,O,X
OZILSJT,X,X,X,X,O
OZIJTLS,X,X,X,X,X
OZIJTSL,X,X,X,X,X
OZIJLTS,X,X,X,X,X
OZIJLST,X,X,X,X,O
OZIJSTL,X,X,X,X,X
OZIJSLT,X,X,X,X,O
OZISTLJ,X,X,X,X,X
OZISTJL,X,X,X,O,X
OZISLTJ,X,X,X,O,X
OZISLJT,X,X,X,X,O
OZISJTL,X,X,X,X,X
OZISJLT,X,X,X,X,O
OZLTIJS,X,X,X,X,X
OZLTISJ,X,X,X,O,X
OZLTJIS,X,X,X,O,X
OZLTJSI,X,X,X,O,X
OZLTSIJ,X,X,X,O,X
OZLTSJI,X,X,X,O,X
OZLITJS,X,X,X,X,X
OZLITSJ,X,X,X,O,X
OZLIJTS,X,X,X,X,X
OZLIJST,X,X,X,X,O
OZLISTJ,X,X,X,O,X
OZLISJT,X,X,X,X,O
OZLJTIS,X,X,X,O,X
OZLJTSI,X,X,X,O,X
OZLJITS,X,X,X,O,X
OZLJIST,X,X,X,O,O
OZLJSTI,X,X,X,O,X
OZLJSIT,X,X,X,O,O
OZLSTIJ,X,X,X,O,X
OZLSTJI,X,X,X,O,X
OZLSITJ,X,X,X,O,X
OZLSIJT,X,X,X,X,O
OZLSJTI,X,X,X,O,X
OZLSJIT,X,X,X,O,O
OZJTILS,X,X,X,X,X
OZJTISL,X,X,X,O,X
OZJTLIS,X,X,X,X,X
OZJTLSI,X,X,X,X,X
OZJTSIL,X,X,X,O,X
OZJTSLI,X,X,X,X,X
OZJITLS,X,X,X,X,X
OZJITSL,X,X,X,O,X
OZJILTS,X,X,X,O,X
OZJILST,X,X,X,O,O
OZJISTL,X,X,X,O,X
OZJISLT,X,X,X,O,O
OZJLTIS,X,X,X,O,X
OZJLTSI,X,X,X,O,X
OZJLITS,X,X,X,O,X
OZJLIST,X,X,X,O,O
OZJLSTI,X,X,X,O,X
OZJLSIT,X,X,X,O,O
OZJSTIL,X,X,X,O,X
OZJSTLI,X,X,X,X,X
OZJSITL,X,X,X,O,X
OZJSILT,X,X,X,O,O
OZJSLTI,X,X,X,O,X
OZJSLIT,X,X,X,O,O
OZSTILJ,X,X,X,X,X
OZSTIJL,X,X,X,O,X
OZSTLIJ,X,X,X,X,X
OZSTLJI,X,X,X,X,X
OZSTJIL,X,X,X,O,X
OZSTJLI,X,X,X,X,X
OZSITLJ,X,X,X,X,X
OZSITJL,X,X,X,O,X
OZSILTJ,X,X,X,O,X
OZSILJT,X,X,X,X,O
OZSIJTL,X,X,X,X,X
OZSIJLT,X,X,X,X,O
OZSLTIJ,X,X,X,O,X
OZSLTJI,X,X,X,O,X
OZSLITJ,X,X,X,O,X
OZSLIJT,X,X,X,X,O
OZSLJTI,X,X,X,O,X
OZSLJIT,X,X,X,O,O
OZSJTIL,X,X,X,O,X
OZSJTLI,X,X,X,X,X
OZSJITL,X,X,X,O,X
OZSJILT,X,X,X,O,O
OZSJLTI,X,X,X,O,X
OZSJLIT,X,X,X,O,O
